time, Quad.Pos.Z, Quad.Est.Z, Quad.Vel.Z, Quad.Est.VZ
6.969677,-0.998583,-0.987992,0.010113,0.019395
6.974677,-0.998533,-0.987876,0.009878,0.019122
6.979677,-0.998485,-0.987799,0.009464,0.018858
6.984676,-0.998439,-0.987688,0.008843,0.018050
6.989676,-0.998397,-0.987616,0.008201,0.017609
6.994676,-0.998358,-0.987512,0.007458,0.016691
6.999675,-0.998323,-0.987446,0.006743,0.015990
7.004675,-0.998290,-0.987351,0.006682,0.015704
7.009675,-0.998255,-0.987288,0.007085,0.015970
7.014674,-0.998219,-0.987191,0.007588,0.016452
7.019674,-0.998179,-0.987125,0.008226,0.016955
7.024673,-0.998136,-0.987022,0.008756,0.017660
7.029673,-0.998092,-0.986951,0.008769,0.017834
7.034673,-0.998049,-0.986844,0.008494,0.017547
7.039672,-0.998008,-0.986775,0.007840,0.017140
7.044672,-0.997971,-0.986674,0.007130,0.016212
7.049672,-0.997936,-0.986609,0.006893,0.016081
7.054671,-0.997901,-0.986513,0.007167,0.016326
7.059671,-0.997865,-0.986447,0.007269,0.016489
7.064671,-0.997828,-0.986348,0.007481,0.016686
7.069670,-0.997789,-0.986281,0.007832,0.017060
7.074670,-0.997750,-0.986178,0.007801,0.017052
7.079669,-0.997711,-0.986110,0.007588,0.016887
7.084669,-0.997674,-0.986010,0.007674,0.016831
7.089669,-0.997633,-0.985942,0.008332,0.017351
7.094668,-0.997590,-0.985836,0.008585,0.017846
7.099668,-0.997547,-0.985765,0.008668,0.017945
7.104668,-0.997504,-0.985657,0.008650,0.017988
7.109667,-0.997462,-0.985585,0.008150,0.017758
7.114667,-0.997421,-0.985480,0.008045,0.017350
7.119667,-0.997382,-0.985411,0.007576,0.017125
7.124666,-0.997347,-0.985310,0.006548,0.015869
7.129666,-0.997318,-0.985247,0.005612,0.015060
7.134665,-0.997292,-0.985159,0.004934,0.014154
7.139665,-0.997270,-0.985103,0.003892,0.013390
7.144665,-0.997255,-0.985026,0.002474,0.011771
7.149664,-0.997245,-0.984980,0.001475,0.010980
7.154664,-0.997240,-0.984916,0.000791,0.010115
7.159664,-0.997237,-0.984876,0.000342,0.009756
7.164663,-0.997238,-0.984819,-0.000575,0.008826
7.169663,-0.997244,-0.984784,-0.001717,0.007980
7.174663,-0.997256,-0.984739,-0.002508,0.006877
7.179662,-0.997270,-0.984712,-0.003278,0.006521
7.184662,-0.997291,-0.984675,-0.004855,0.004893
7.189662,-0.997323,-0.984658,-0.007742,0.002887
7.194661,-0.997375,-0.984650,-0.012425,-0.002387
7.199661,-0.997452,-0.984663,-0.017637,-0.006431
7.204660,-0.997558,-0.984715,-0.023349,-0.013244
7.209660,-0.997691,-0.984773,-0.028875,-0.017614
7.214660,-0.997851,-0.984891,-0.033991,-0.023831
7.219659,-0.998033,-0.984990,-0.037776,-0.027069
7.224659,-0.998230,-0.985160,-0.040154,-0.030236
7.229659,-0.998436,-0.985282,-0.041939,-0.031534
7.234658,-0.998654,-0.985476,-0.044834,-0.034555
7.239658,-0.998888,-0.985617,-0.048342,-0.037221
7.244658,-0.999141,-0.985849,-0.052159,-0.041406
7.249657,-0.999415,-0.986018,-0.056473,-0.044750
7.254657,-0.999709,-0.986296,-0.060313,-0.049254
7.259656,-1.000020,-0.986495,-0.063191,-0.051682
7.264656,-1.000340,-0.986809,-0.064076,-0.052900
7.269656,-1.000658,-0.987020,-0.063314,-0.052342
7.274655,-1.000967,-0.987330,-0.060568,-0.049410
7.279655,-1.001259,-0.987525,-0.056695,-0.046384
7.284655,-1.001530,-0.987792,-0.052502,-0.041200
7.289654,-1.001779,-0.987953,-0.048195,-0.037643
7.294654,-1.002008,-0.988169,-0.044429,-0.032958
7.299654,-1.002220,-0.988299,-0.041053,-0.030307
7.304653,-1.002415,-0.988472,-0.037492,-0.026068
7.309653,-1.002592,-0.988574,-0.033956,-0.023398
7.314652,-1.002750,-0.988705,-0.029972,-0.018708
7.319652,-1.002887,-0.988776,-0.025935,-0.015482
7.324652,-1.003005,-0.988860,-0.021862,-0.010659
7.329651,-1.003102,-0.988899,-0.017860,-0.007452
7.334651,-1.003181,-0.988935,-0.014244,-0.003113
7.339651,-1.003241,-0.988944,-0.010710,-0.000218
7.344650,-1.003284,-0.988938,-0.007333,0.003794
7.349650,-1.003311,-0.988920,-0.003916,0.006542
7.354650,-1.003321,-0.988872,-0.000650,0.010485
7.359649,-1.003314,-0.988828,0.002744,0.013092
7.364649,-1.003290,-0.988741,0.006111,0.017129
7.369648,-1.003249,-0.988670,0.009379,0.019673
7.374648,-1.003193,-0.988545,0.012516,0.023361
7.379648,-1.003121,-0.988449,0.015659,0.025861
7.384647,-1.003035,-0.988287,0.018260,0.028975
7.389647,-1.002936,-0.988169,0.020661,0.030987
7.394647,-1.002827,-0.987979,0.022717,0.033434
7.399646,-1.002709,-0.987844,0.024177,0.034581
7.404646,-1.002584,-0.987633,0.025351,0.035832
7.409646,-1.002454,-0.987489,0.026517,0.036554
7.414645,-1.002318,-0.987267,0.027627,0.037776
7.419645,-1.002177,-0.987115,0.028707,0.038499
7.424644,-1.002029,-0.986881,0.030059,0.040030
7.429644,-1.001876,-0.986720,0.030795,0.040605
7.434644,-1.001721,-0.986476,0.031393,0.041144
7.439643,-1.001562,-0.986311,0.032143,0.041694
7.444643,-1.001400,-0.986060,0.032592,0.042012
7.449643,-1.001235,-0.985891,0.033011,0.042319
7.454642,-1.001070,-0.985637,0.033011,0.042256
7.459642,-1.000906,-0.985469,0.032612,0.041844
7.464642,-1.000745,-0.985219,0.032028,0.041069
7.469641,-1.000586,-0.985055,0.031476,0.040498
7.474641,-1.000431,-0.984814,0.030826,0.039622
7.479640,-1.000278,-0.984656,0.030255,0.039122
7.484640,-1.000128,-0.984423,0.029851,0.038354
7.489640,-0.999980,-0.984269,0.029432,0.038091
7.494639,-0.999835,-0.984043,0.028836,0.037158
7.499639,-0.999692,-0.983895,0.028328,0.036789
7.504639,-0.999553,-0.983676,0.027349,0.035554
7.509638,-0.999419,-0.983535,0.026495,0.034667
7.514638,-0.999288,-0.983329,0.025926,0.033785
7.519638,-0.999161,-0.983194,0.025268,0.033097
7.524637,-0.999036,-0.982997,0.024805,0.032360
7.529637,-0.998913,-0.982868,0.024229,0.031850
7.534636,-0.998794,-0.982679,0.023643,0.030967
7.539636,-0.998677,-0.982555,0.023307,0.030540
7.544636,-0.998560,-0.982373,0.023296,0.030325
7.549635,-0.998443,-0.982251,0.023619,0.030467
7.554635,-0.998324,-0.982068,0.023832,0.030694
7.559635,-0.998206,-0.981945,0.023478,0.030314
7.564634,-0.998090,-0.981765,0.022782,0.029425
7.569634,-0.997979,-0.981648,0.021846,0.028652
7.574634,-0.997873,-0.981479,0.020912,0.027331
7.579633,-0.997770,-0.981370,0.020256,0.026745
7.584633,-0.997671,-0.981212,0.019531,0.025760
7.589633,-0.997574,-0.981109,0.019274,0.025431
7.594632,-0.997477,-0.980957,0.019474,0.025454
7.599632,-0.997380,-0.980855,0.019255,0.025283
7.604631,-0.997286,-0.980705,0.018653,0.024555
7.609631,-0.997195,-0.980607,0.017814,0.023853
7.614631,-0.997108,-0.980467,0.017038,0.022737
7.619630,-0.997026,-0.980376,0.016223,0.022002
7.624630,-0.996948,-0.980247,0.015133,0.020600
7.629630,-0.996875,-0.980166,0.014110,0.019803
7.634629,-0.996809,-0.980050,0.012525,0.017960
7.639629,-0.996751,-0.979980,0.011218,0.016804
7.644629,-0.996697,-0.979882,0.010218,0.015408
7.649628,-0.996650,-0.979821,0.009195,0.014567
7.654628,-0.996607,-0.979736,0.008049,0.013138
7.659627,-0.996570,-0.979685,0.006882,0.012046
7.664627,-0.996539,-0.979615,0.005895,0.010679
7.669627,-0.996513,-0.979574,0.004866,0.009642
7.674626,-0.996491,-0.979518,0.003883,0.008278
7.679626,-0.996475,-0.979486,0.002658,0.007183
7.684626,-0.996466,-0.979447,0.001427,0.005368
7.689625,-0.996463,-0.979427,-0.000248,0.003820
7.694625,-0.996470,-0.979409,-0.002261,0.001244
7.699625,-0.996490,-0.979406,-0.005061,-0.001149
7.704624,-0.996523,-0.979420,-0.007759,-0.004857
7.709624,-0.996570,-0.979442,-0.010383,-0.007119
7.714623,-0.996630,-0.979492,-0.013180,-0.010749
7.719623,-0.996705,-0.979538,-0.016111,-0.013391
7.724623,-0.996793,-0.979625,-0.018376,-0.016530
7.729622,-0.996890,-0.979693,-0.020200,-0.018277
7.734622,-0.996996,-0.979807,-0.021720,-0.020387
7.739622,-0.997109,-0.979890,-0.023246,-0.021742
7.744621,-0.997229,-0.980024,-0.024666,-0.023709
7.749621,-0.997356,-0.980120,-0.025871,-0.024828
7.754621,-0.997489,-0.980273,-0.027091,-0.026516
7.759620,-0.997629,-0.980380,-0.028257,-0.027589
7.764620,-0.997772,-0.980548,-0.028926,-0.028720
7.769619,-0.997917,-0.980663,-0.029067,-0.029084
7.774619,-0.998062,-0.980838,-0.028933,-0.029077
7.779619,-0.998207,-0.980955,-0.029081,-0.029270
7.784618,-0.998353,-0.981131,-0.029070,-0.029389
7.789618,-0.998497,-0.981248,-0.028683,-0.029284
7.794618,-0.998637,-0.981422,-0.027530,-0.028222
7.799617,-0.998771,-0.981534,-0.026276,-0.027350
7.804617,-0.998899,-0.981696,-0.025011,-0.026042
7.809617,-0.999020,-0.981799,-0.023803,-0.024940
7.814616,-0.999136,-0.981947,-0.022792,-0.023924
7.819616,-0.999246,-0.982042,-0.021314,-0.022783
7.824615,-0.999348,-0.982176,-0.019958,-0.021260
7.829615,-0.999444,-0.982260,-0.018803,-0.020335
7.834615,-0.999535,-0.982380,-0.017734,-0.019206
7.839614,-0.999620,-0.982455,-0.016483,-0.018341
7.844614,-0.999699,-0.982562,-0.015224,-0.016792
7.849614,-0.999770,-0.982628,-0.013588,-0.015514
7.854613,-0.999834,-0.982718,-0.012402,-0.014047
7.859613,-0.999893,-0.982774,-0.011293,-0.013178
7.864613,-0.999946,-0.982850,-0.010271,-0.011909
7.869612,-0.999995,-0.982897,-0.009561,-0.011326
7.874612,-1.000041,-0.982964,-0.008889,-0.010700
7.879611,-1.000084,-0.983006,-0.008370,-0.010405
7.884611,-1.000124,-0.983068,-0.007983,-0.009892
7.889611,-1.000164,-0.983107,-0.007792,-0.009691
7.894610,-1.000202,-0.983164,-0.007554,-0.009406
7.899610,-1.000239,-0.983202,-0.007474,-0.009181
7.904610,-1.000276,-0.983258,-0.007453,-0.009335
7.909609,-1.000313,-0.983295,-0.007239,-0.009233
7.914609,-1.000349,-0.983349,-0.006912,-0.008779
7.919609,-1.000381,-0.983384,-0.006064,-0.008144
7.924608,-1.000409,-0.983431,-0.005459,-0.007272
7.929608,-1.000434,-0.983460,-0.004683,-0.006874
7.934608,-1.000454,-0.983498,-0.003526,-0.005449
7.939607,-1.000467,-0.983519,-0.001943,-0.004337
7.944607,-1.000471,-0.983540,0.000085,-0.001923
7.949606,-1.000466,-0.983546,0.001564,-0.000599
7.954606,-1.000455,-0.983547,0.002525,0.000519
7.959606,-1.000438,-0.983544,0.003944,0.001598
7.964605,-1.000415,-0.983531,0.005094,0.003050
7.969605,-1.000385,-0.983518,0.006475,0.004260
7.974605,-1.000350,-0.983490,0.007468,0.005515
7.979604,-1.000310,-0.983467,0.008505,0.006237
7.984604,-1.000265,-0.983427,0.009331,0.007302
7.989604,-1.000216,-0.983398,0.009986,0.007893
7.994603,-1.000164,-0.983349,0.010481,0.008414
7.999603,-1.000110,-0.983315,0.011125,0.008892
8.004604,-1.000053,-0.983260,0.011433,0.009433
8.009606,-0.999998,-0.983223,0.010674,0.009075
8.014608,-0.999950,-0.983172,0.008632,0.007059
8.019610,-0.999919,-0.983146,0.004099,0.003939
8.024612,-0.999919,-0.983137,-0.003005,-0.004133
8.029614,-0.999961,-0.983161,-0.012246,-0.011261
8.034616,-1.000052,-0.983252,-0.022437,-0.023323
8.039618,-1.000196,-0.983354,-0.032849,-0.031677
8.044621,-1.000392,-0.983569,-0.043503,-0.044324
8.049623,-1.000640,-0.983754,-0.053564,-0.052538
8.054625,-1.000931,-0.984091,-0.060876,-0.061972
8.059627,-1.001250,-0.984343,-0.065544,-0.065820
8.064629,-1.001590,-0.984747,-0.069482,-0.070306
8.069631,-1.001949,-0.985031,-0.073324,-0.073191
8.074633,-1.002328,-0.985479,-0.077459,-0.077785
8.079635,-1.002728,-0.985793,-0.081759,-0.080967
8.084637,-1.003150,-0.986289,-0.086237,-0.085765
8.089639,-1.003593,-0.986635,-0.090103,-0.088644
8.094641,-1.004054,-0.987174,-0.093278,-0.092119
8.099643,-1.004525,-0.987544,-0.094752,-0.093163
8.104645,-1.004999,-0.988104,-0.094755,-0.093043
8.109647,-1.005469,-0.988475,-0.093289,-0.091753
8.114649,-1.005927,-0.989019,-0.090024,-0.087858
8.119651,-1.006363,-0.989367,-0.085296,-0.083991
8.124653,-1.006773,-0.989857,-0.079620,-0.076841
8.129655,-1.007154,-0.990159,-0.073824,-0.072058
8.134657,-1.007505,-0.990577,-0.067921,-0.064565
8.139659,-1.007827,-0.990830,-0.061983,-0.059660
8.144661,-1.008119,-0.991173,-0.055916,-0.052086
8.149663,-1.008380,-0.991376,-0.049988,-0.047132
8.154665,-1.008613,-0.991644,-0.044280,-0.039957
8.159667,-1.008818,-0.991800,-0.038919,-0.035554
8.164669,-1.008996,-0.991999,-0.033409,-0.028626
8.169671,-1.009147,-0.992109,-0.027825,-0.023896
8.174673,-1.009269,-0.992238,-0.022023,-0.016638
8.179675,-1.009362,-0.992300,-0.016434,-0.011812
8.184677,-1.009428,-0.992358,-0.011072,-0.005089
8.189679,-1.009467,-0.992373,-0.005471,-0.000516
8.194681,-1.009477,-0.992362,0.000113,0.006783
8.199683,-1.009462,-0.992330,0.004940,0.010938
8.204685,-1.009424,-0.992253,0.009094,0.016485
8.209687,-1.009368,-0.992184,0.012639,0.019531
8.214689,-1.009294,-0.992058,0.016297,0.024234
8.219691,-1.009202,-0.991957,0.019762,0.027335
8.224693,-1.009093,-0.991785,0.023117,0.031649
8.229695,-1.008968,-0.991656,0.026173,0.034385
8.234697,-1.008830,-0.991442,0.028820,0.037970
8.239699,-1.008679,-0.991288,0.030975,0.040004
8.244701,-1.008518,-0.991043,0.032943,0.042730
8.249703,-1.008348,-0.990870,0.034779,0.044509
8.254705,-1.008168,-0.990597,0.036787,0.047286
8.259707,-1.007978,-0.990406,0.038590,0.049047
8.264709,-1.007780,-0.990107,0.040430,0.051604
8.269711,-1.007572,-0.989899,0.042345,0.053448
8.274714,-1.007355,-0.989573,0.044080,0.055938
8.279716,-1.007130,-0.989348,0.045542,0.057327
8.284718,-1.006899,-0.989000,0.046653,0.059127
8.289720,-1.006663,-0.988762,0.047394,0.059954
8.294722,-1.006424,-0.988400,0.048096,0.061174
8.299724,-1.006181,-0.988155,0.049033,0.062207
8.304726,-1.005934,-0.987779,0.049601,0.063384
8.309728,-1.005685,-0.987525,0.050038,0.064015
8.314730,-1.005434,-0.987139,0.050349,0.064734
8.319732,-1.005181,-0.986879,0.050730,0.065336
8.324734,-1.004927,-0.986486,0.050838,0.065869
8.329736,-1.004672,-0.986222,0.050791,0.066226
8.334738,-1.004420,-0.985825,0.050373,0.066153
8.339740,-1.004169,-0.985561,0.049946,0.065958
8.344742,-1.003920,-0.985165,0.049617,0.065979
8.349744,-1.003673,-0.984901,0.049225,0.065996
8.354746,-1.003428,-0.984505,0.048895,0.065981
8.359748,-1.003184,-0.984241,0.048721,0.066077
8.364750,-1.002941,-0.983844,0.048681,0.066430
8.369752,-1.002698,-0.983578,0.048664,0.066677
8.374754,-1.002455,-0.983177,0.048588,0.067128
8.379756,-1.002213,-0.982909,0.048076,0.066980
8.384758,-1.001974,-0.982507,0.047557,0.066813
8.389760,-1.001738,-0.982240,0.046968,0.066667
8.394762,-1.001506,-0.981841,0.045941,0.066027
8.399764,-1.001280,-0.981578,0.044880,0.065503
8.404766,-1.001058,-0.981186,0.044057,0.064818
8.409768,-1.000839,-0.980927,0.043759,0.064770
8.414770,-1.000621,-0.980538,0.043399,0.064890
8.419772,-1.000406,-0.980279,0.042620,0.064564
8.424774,-1.000195,-0.979893,0.041927,0.064189
8.429776,-0.999987,-0.979636,0.041472,0.064056
8.434778,-0.999781,-0.979252,0.041179,0.064164
8.439780,-0.999576,-0.978995,0.040746,0.064149
8.444782,-0.999373,-0.978610,0.040406,0.064180
8.449784,-0.999172,-0.978354,0.039998,0.064078
8.454786,-0.998973,-0.977969,0.039609,0.064018
8.459788,-0.998777,-0.977713,0.039111,0.063861
8.464790,-0.998583,-0.977330,0.038650,0.063783
8.469792,-0.998391,-0.977075,0.038120,0.063625
8.474794,-0.998203,-0.976694,0.037293,0.063165
8.479796,-0.998019,-0.976442,0.036373,0.062758
8.484798,-0.997840,-0.976067,0.035250,0.061879
8.489800,-0.997667,-0.975820,0.034378,0.061454
8.494802,-0.997499,-0.975452,0.033080,0.060507
8.499804,-0.997338,-0.975211,0.031465,0.059522
8.504807,-0.997185,-0.974857,0.030126,0.058335
8.509809,-0.997037,-0.974624,0.029229,0.057841
8.514811,-0.996894,-0.974278,0.028432,0.057273
8.519813,-0.996752,-0.974049,0.028119,0.057360
8.524815,-0.996613,-0.973705,0.027652,0.057281
8.529817,-0.996477,-0.973476,0.027054,0.057017
8.534819,-0.996342,-0.973134,0.026855,0.057187
8.539821,-0.996208,-0.972905,0.026697,0.057364
8.544823,-0.996076,-0.972561,0.026119,0.057313
8.549825,-0.995949,-0.972332,0.024702,0.056566
8.554827,-0.995832,-0.971995,0.022664,0.054763
8.559829,-0.995726,-0.971778,0.020064,0.052973
8.564831,-0.995634,-0.971466,0.017370,0.050079
8.569833,-0.995556,-0.971268,0.014433,0.048018
8.574835,-0.995493,-0.970986,0.011409,0.044640
8.579837,-0.995444,-0.970810,0.008477,0.042447
8.584839,-0.995411,-0.970563,0.005404,0.038858
8.589841,-0.995395,-0.970410,0.001645,0.036055
8.594843,-0.995401,-0.970204,-0.003311,0.030368
8.599845,-0.995434,-0.970087,-0.008720,0.026095
8.604847,-0.995494,-0.969943,-0.014242,0.019506
8.609849,-0.995582,-0.969870,-0.019969,0.014965
8.614851,-0.995698,-0.969793,-0.025301,0.008468
8.619853,-0.995838,-0.969763,-0.029815,0.004787
8.624855,-0.995999,-0.969745,-0.033646,-0.000039
8.629857,-0.996177,-0.969748,-0.036869,-0.002690
8.634859,-0.996370,-0.969771,-0.039744,-0.006176
8.639861,-0.996576,-0.969798,-0.041995,-0.008102
8.644863,-0.996792,-0.969851,-0.044086,-0.010591
8.649865,-0.997017,-0.969895,-0.045343,-0.011718
8.654867,-0.997247,-0.969968,-0.046364,-0.012934
8.659869,-0.997480,-0.970020,-0.046799,-0.013358
8.664871,-0.997715,-0.970100,-0.046874,-0.013412
8.669873,-0.997947,-0.970154,-0.046074,-0.012886
8.674875,-0.998173,-0.970228,-0.044471,-0.011037
8.679877,-0.998389,-0.970270,-0.042571,-0.009565
8.684879,-0.998595,-0.970323,-0.040228,-0.006800
8.689881,-0.998788,-0.970348,-0.037166,-0.004510
8.694883,-0.998963,-0.970366,-0.033921,-0.000475
8.699885,-0.999126,-0.970366,-0.031557,0.001572
8.704887,-0.999277,-0.970351,-0.029239,0.004276
8.709889,-0.999415,-0.970332,-0.026542,0.006436
8.714891,-0.999541,-0.970287,-0.024401,0.009325
8.719893,-0.999657,-0.970248,-0.022373,0.010960
8.724895,-0.999763,-0.970178,-0.020459,0.013185
8.729897,-0.999859,-0.970124,-0.018355,0.014754
8.734900,-0.999943,-0.970030,-0.015658,0.017836
8.739902,-1.000013,-0.969956,-0.012923,0.020103
8.744904,-1.000070,-0.969829,-0.010540,0.023036
8.749906,-1.000117,-0.969735,-0.008633,0.024794
8.754908,-1.000155,-0.969583,-0.007009,0.026590
8.759910,-1.000186,-0.969475,-0.005509,0.027844
8.764912,-1.000209,-0.969305,-0.004048,0.029634
8.769914,-1.000226,-0.969185,-0.002939,0.030648
8.774916,-1.000238,-0.969000,-0.002344,0.031418
8.779918,-1.000247,-0.968873,-0.001413,0.032165
8.784920,-1.000252,-0.968678,-0.000725,0.032977
8.789922,-1.000253,-0.968546,0.000354,0.033774
8.794924,-1.000248,-0.968341,0.001323,0.034943
8.799926,-1.000239,-0.968200,0.002219,0.035570
8.804928,-1.000224,-0.967984,0.003467,0.037005
8.809930,-1.000203,-0.967835,0.004696,0.037944
8.814932,-1.000174,-0.967604,0.006397,0.039747
8.819934,-1.000137,-0.967444,0.008040,0.041116
8.824936,-1.000092,-0.967193,0.009663,0.043016
8.829938,-1.000039,-0.967020,0.011212,0.044327
8.834940,-0.999979,-0.966750,0.012481,0.045862
8.839942,-0.999913,-0.966566,0.013476,0.046729
8.844944,-0.999844,-0.966284,0.014154,0.047524
8.849946,-0.999772,-0.966093,0.014544,0.047908
8.854948,-0.999699,-0.965806,0.014432,0.047855
8.859950,-0.999628,-0.965615,0.013992,0.047398
8.864952,-0.999558,-0.965331,0.014289,0.047530
8.869954,-0.999486,-0.965141,0.014469,0.047535
8.874956,-0.999412,-0.964854,0.015054,0.048187
8.879958,-0.999336,-0.964661,0.015269,0.048454
8.884960,-0.999259,-0.964370,0.015233,0.048396
8.889962,-0.999183,-0.964176,0.015488,0.048455
8.894964,-0.999104,-0.963885,0.015789,0.048917
8.899966,-0.999024,-0.963689,0.016185,0.049150
8.904968,-0.998942,-0.963393,0.016435,0.049463
8.909970,-0.998859,-0.963195,0.016730,0.049707
8.914972,-0.998774,-0.962896,0.017137,0.050178
8.919974,-0.998687,-0.962695,0.017633,0.050506
8.924976,-0.998598,-0.962390,0.018030,0.051094
8.929978,-0.998507,-0.962185,0.018255,0.051361
8.934980,-0.998415,-0.961877,0.018376,0.051519
8.939982,-0.998324,-0.961671,0.018040,0.051230
8.944984,-0.998236,-0.961365,0.017247,0.050382
8.949986,-0.998152,-0.961164,0.016510,0.049757
8.954988,-0.998073,-0.960868,0.015420,0.048607
8.959991,-0.997998,-0.960674,0.014730,0.047995
8.964993,-0.997926,-0.960387,0.014239,0.047401
8.969995,-0.997855,-0.960198,0.014192,0.047346
8.974997,-0.997784,-0.959913,0.014345,0.047504
8.979999,-0.997713,-0.959724,0.014018,0.047322
8.985001,-0.997644,-0.959441,0.013670,0.046853
8.990003,-0.997576,-0.959253,0.013390,0.046675
8.995005,-0.997511,-0.958974,0.012863,0.046158
9.000007,-0.997449,-0.958790,0.012229,0.045666
9.005009,-0.997389,-0.958517,0.011556,0.044859
9.010011,-0.997334,-0.958339,0.010722,0.044167
9.015013,-0.997281,-0.958075,0.010504,0.043708
9.020015,-0.997230,-0.957901,0.010020,0.043319
9.025017,-0.997181,-0.957642,0.009674,0.042825
9.030019,-0.997134,-0.957471,0.009134,0.042315
9.035021,-0.997090,-0.957218,0.008662,0.041754
9.040023,-0.997048,-0.957051,0.008353,0.041517
9.045025,-0.997007,-0.956803,0.008193,0.041275
9.050027,-0.996965,-0.956638,0.008254,0.041296
9.055029,-0.996925,-0.956390,0.008014,0.041014
9.060031,-0.996886,-0.956227,0.007538,0.040611
9.065033,-0.996850,-0.955984,0.007018,0.039944
9.070035,-0.996816,-0.955825,0.006707,0.039644
9.075037,-0.996784,-0.955588,0.006250,0.039196
9.080039,-0.996754,-0.955431,0.005682,0.038710
9.085041,-0.996728,-0.955200,0.005043,0.038049
9.090043,-0.996705,-0.955049,0.004189,0.037323
9.095045,-0.996685,-0.954826,0.003883,0.036834
9.100047,-0.996667,-0.954679,0.003390,0.036487
9.105049,-0.996653,-0.954462,0.002422,0.035499
9.110051,-0.996645,-0.954321,0.001227,0.034477
9.115053,-0.996640,-0.954116,0.000647,0.033705
9.120055,-0.996638,-0.953981,0.000228,0.033358
9.125057,-0.996638,-0.953782,0.000054,0.033044
9.130059,-0.996637,-0.953649,0.000268,0.033282
9.135061,-0.996636,-0.953450,0.000043,0.033114
9.140063,-0.996637,-0.953317,-0.000209,0.032891
9.145065,-0.996637,-0.953120,0.000255,0.033237
9.150067,-0.996633,-0.952986,0.000896,0.033790
9.155069,-0.996629,-0.952783,0.000996,0.034094
9.160071,-0.996624,-0.952646,0.000745,0.034002
9.165073,-0.996621,-0.952443,0.000397,0.033493
9.170075,-0.996619,-0.952309,0.000500,0.033677
9.175077,-0.996616,-0.952107,0.000741,0.033964
9.180079,-0.996613,-0.951971,0.000422,0.033807
9.185081,-0.996614,-0.951770,-0.000836,0.032495
9.190084,-0.996625,-0.951641,-0.003354,0.030635
9.195086,-0.996654,-0.951466,-0.007578,0.025883
9.200088,-0.996706,-0.951366,-0.012307,0.022262
9.205090,-0.996782,-0.951244,-0.017077,0.016573
9.210092,-0.996882,-0.951182,-0.021941,0.012694
9.215094,-0.997004,-0.951117,-0.026067,0.007475
9.220096,-0.997146,-0.951090,-0.029623,0.004413
9.225098,-0.997301,-0.951070,-0.031984,0.001290
9.230100,-0.997468,-0.951067,-0.034128,-0.000396
9.235102,-0.997645,-0.951074,-0.036661,-0.003211
9.240104,-0.997839,-0.951090,-0.040033,-0.005835
9.245106,-0.998051,-0.951134,-0.044298,-0.010508
9.250108,-0.998286,-0.951179,-0.048723,-0.014001
9.255110,-0.998541,-0.951273,-0.052361,-0.018454
9.260112,-0.998811,-0.951349,-0.055027,-0.020648
9.265114,-0.999090,-0.951477,-0.055931,-0.022184
9.270116,-0.999367,-0.951566,-0.054786,-0.021608
9.275118,-0.999634,-0.951690,-0.052139,-0.018602
9.280120,-0.999884,-0.951762,-0.048606,-0.015840
9.285122,-1.000116,-0.951848,-0.044982,-0.011562
9.290124,-1.000329,-0.951892,-0.041253,-0.008584
9.295126,-1.000526,-0.951935,-0.037917,-0.004590
9.300128,-1.000707,-0.951951,-0.035139,-0.002389
9.305130,-1.000875,-0.951960,-0.032644,0.000379
9.310132,-1.001030,-0.951957,-0.029787,0.002381
9.315134,-1.001169,-0.951935,-0.026616,0.006022
9.320136,-1.001293,-0.951909,-0.023356,0.008392
9.325138,-1.001398,-0.951850,-0.019427,0.012727
9.330140,-1.001483,-0.951796,-0.015281,0.015775
9.335142,-1.001546,-0.951691,-0.010953,0.020867
9.340144,-1.001590,-0.951605,-0.007238,0.023736
9.345146,-1.001615,-0.951454,-0.003518,0.027942
9.350148,-1.001622,-0.951340,-0.000114,0.030605
9.355150,-1.001614,-0.951149,0.002940,0.034076
9.360152,-1.001591,-0.951011,0.005669,0.036134
9.365154,-1.001555,-0.950788,0.008117,0.038900
9.370156,-1.001509,-0.950631,0.009888,0.040167
9.375158,-1.001454,-0.950386,0.011638,0.041971
9.380160,-1.001391,-0.950217,0.013486,0.043205
9.385162,-1.001318,-0.949955,0.015101,0.044856
9.390164,-1.001237,-0.949774,0.017116,0.046220
9.395166,-1.001146,-0.949493,0.018754,0.047966
9.400168,-1.001049,-0.949300,0.019958,0.048809
9.405170,-1.000947,-0.949006,0.020564,0.049303
9.410172,-1.000843,-0.948808,0.020872,0.049340
9.415174,-1.000738,-0.948512,0.021130,0.049243
9.420177,-1.000631,-0.948315,0.021532,0.049242
9.425179,-1.000523,-0.948020,0.021671,0.049144
9.430181,-1.000414,-0.947824,0.021564,0.048849
9.435183,-1.000307,-0.947532,0.021437,0.048165
9.440185,-1.000199,-0.947340,0.021687,0.048071
9.445187,-1.000089,-0.947051,0.022213,0.048225
9.450189,-0.999977,-0.946858,0.022800,0.048409
9.455191,-0.999862,-0.946567,0.023117,0.048502
9.460193,-0.999744,-0.946373,0.023782,0.048739
9.465195,-0.999623,-0.946080,0.024454,0.049175
9.470197,-0.999501,-0.945883,0.024385,0.048843
9.475199,-0.999379,-0.945591,0.024588,0.048575
9.480201,-0.999255,-0.945396,0.024915,0.048667
9.485203,-0.999129,-0.945105,0.025156,0.048624
