time, Quad.Pos.Z, Quad.Est.Z, Quad.Vel.Z, Quad.Est.VZ
4.464859,-0.999715,-0.996905,-0.001438,0.000954
4.469859,-0.999721,-0.996901,-0.001077,0.001305
4.474858,-0.999727,-0.996893,-0.001229,0.001158
4.479858,-0.999733,-0.996888,-0.001336,0.000953
4.484858,-0.999741,-0.996882,-0.001832,0.000581
4.489857,-0.999753,-0.996881,-0.002525,-0.000054
4.494857,-0.999766,-0.996882,-0.002653,-0.000277
4.499856,-0.999780,-0.996883,-0.003064,-0.000566
4.504856,-0.999797,-0.996888,-0.003492,-0.001092
4.509856,-0.999815,-0.996892,-0.003959,-0.001374
4.514855,-0.999837,-0.996902,-0.004603,-0.002119
4.519855,-0.999861,-0.996911,-0.005114,-0.002578
4.524855,-0.999887,-0.996927,-0.005224,-0.002754
4.529854,-0.999913,-0.996938,-0.005089,-0.002668
4.534854,-0.999938,-0.996953,-0.004787,-0.002262
4.539854,-0.999963,-0.996962,-0.005132,-0.002525
4.544853,-0.999989,-0.996978,-0.005187,-0.002768
4.549853,-1.000014,-0.996989,-0.004986,-0.002708
4.554852,-1.000037,-0.997005,-0.004267,-0.001952
4.559852,-1.000056,-0.997012,-0.003550,-0.001346
4.564852,-1.000072,-0.997018,-0.002879,-0.000565
4.569851,-1.000084,-0.997020,-0.002208,-0.000158
4.574851,-1.000093,-0.997018,-0.001469,0.000809
4.579851,-1.000098,-0.997015,-0.000916,0.001312
4.584850,-1.000103,-0.997006,-0.000789,0.001541
4.589850,-1.000107,-0.997000,-0.000817,0.001510
4.594850,-1.000111,-0.996991,-0.000695,0.001623
4.599849,-1.000114,-0.996984,-0.000582,0.001700
4.604849,-1.000116,-0.996973,-0.000297,0.002091
4.609848,-1.000116,-0.996965,0.000289,0.002520
4.614848,-1.000113,-0.996948,0.000805,0.003191
4.619848,-1.000108,-0.996935,0.000962,0.003393
4.624847,-1.000104,-0.996915,0.000755,0.003188
4.629847,-1.000101,-0.996902,0.000543,0.002993
4.634847,-1.000098,-0.996885,0.000522,0.002877
4.639846,-1.000096,-0.996873,0.000349,0.002799
4.644846,-1.000094,-0.996857,0.000339,0.002743
4.649846,-1.000092,-0.996846,0.000495,0.002935
4.654845,-1.000089,-0.996828,0.000494,0.003004
4.659845,-1.000088,-0.996816,0.000223,0.002696
4.664845,-1.000088,-0.996801,-0.000190,0.002263
4.669844,-1.000091,-0.996792,-0.000722,0.001792
4.674844,-1.000095,-0.996782,-0.000720,0.001691
4.679843,-1.000097,-0.996775,-0.000204,0.002056
4.684843,-1.000096,-0.996761,0.000312,0.002863
4.689843,-1.000093,-0.996749,0.000764,0.003352
4.694842,-1.000089,-0.996729,0.000835,0.003448
4.699842,-1.000085,-0.996715,0.000554,0.003249
4.704842,-1.000083,-0.996696,0.000290,0.002789
4.709841,-1.000083,-0.996685,0.000119,0.002622
4.714841,-1.000083,-0.996670,-0.000312,0.002323
4.719841,-1.000086,-0.996661,-0.000849,0.001792
4.724840,-1.000090,-0.996651,-0.000742,0.001829
4.729840,-1.000093,-0.996643,-0.000221,0.002218
4.734839,-1.000092,-0.996629,0.000111,0.002701
4.739839,-1.000093,-0.996618,-0.000288,0.002405
4.744839,-1.000095,-0.996604,-0.000199,0.002358
4.749838,-1.000095,-0.996595,0.000099,0.002608
4.754838,-1.000094,-0.996578,0.000154,0.002729
4.759838,-1.000094,-0.996567,-0.000058,0.002620
4.764837,-1.000094,-0.996552,-0.000005,0.002637
4.769837,-1.000094,-0.996542,-0.000128,0.002531
4.774837,-1.000095,-0.996527,-0.000030,0.002566
4.779836,-1.000094,-0.996516,0.000176,0.002770
4.784836,-1.000093,-0.996499,0.000491,0.003070
4.789835,-1.000087,-0.996486,0.001434,0.003772
4.794835,-1.000077,-0.996461,0.002359,0.004961
4.799835,-1.000063,-0.996441,0.003169,0.005632
4.804834,-1.000046,-0.996406,0.003508,0.006146
4.809834,-1.000028,-0.996381,0.003917,0.006555
4.814834,-1.000006,-0.996340,0.004503,0.007129
4.819833,-0.999982,-0.996311,0.004952,0.007554
4.824833,-0.999957,-0.996266,0.005155,0.007804
4.829833,-0.999932,-0.996234,0.004626,0.007537
4.834832,-0.999912,-0.996192,0.003701,0.006434
4.839832,-0.999895,-0.996166,0.002959,0.005818
4.844831,-0.999882,-0.996133,0.002635,0.005332
4.849831,-0.999869,-0.996111,0.002652,0.005388
4.854831,-0.999855,-0.996079,0.002913,0.005601
4.859830,-0.999840,-0.996056,0.002801,0.005491
4.864830,-0.999826,-0.996024,0.002905,0.005623
4.869830,-0.999811,-0.996001,0.003263,0.005780
4.874829,-0.999794,-0.995965,0.003300,0.006064
4.879829,-0.999778,-0.995941,0.003100,0.005918
4.884829,-0.999764,-0.995906,0.002651,0.005508
4.889828,-0.999753,-0.995885,0.001796,0.004858
4.894828,-0.999746,-0.995857,0.001004,0.003960
4.899827,-0.999745,-0.995842,-0.000175,0.003094
4.904827,-0.999749,-0.995827,-0.001217,0.001802
4.909827,-0.999758,-0.995820,-0.002072,0.001076
4.914826,-0.999771,-0.995816,-0.002979,0.000041
4.919826,-0.999788,-0.995816,-0.003904,-0.000714
4.924826,-0.999810,-0.995822,-0.004397,-0.001360
4.929825,-0.999831,-0.995828,-0.004289,-0.001324
4.934825,-0.999853,-0.995836,-0.004241,-0.001282
4.939825,-0.999873,-0.995840,-0.003949,-0.001015
4.944824,-0.999892,-0.995846,-0.003748,-0.000891
4.949824,-0.999910,-0.995849,-0.003400,-0.000633
4.954823,-0.999925,-0.995852,-0.002883,-0.000100
4.959823,-0.999939,-0.995852,-0.002692,0.000040
4.964823,-0.999952,-0.995851,-0.002513,0.000250
4.969822,-0.999964,-0.995850,-0.002421,0.000280
4.974822,-0.999976,-0.995848,-0.002271,0.000444
4.979822,-0.999985,-0.995846,-0.001664,0.000882
4.984821,-0.999992,-0.995840,-0.001253,0.001429
4.989821,-0.999998,-0.995834,-0.001223,0.001558
4.994821,-1.000004,-0.995825,-0.001227,0.001490
4.999820,-1.000010,-0.995819,-0.001095,0.001475
5.004820,-1.000015,-0.995809,-0.000997,0.001683
5.009820,-1.000021,-0.995803,-0.001703,0.001434
5.014819,-1.000035,-0.995797,-0.003383,-0.000427
5.019819,-1.000057,-0.995801,-0.005158,-0.001843
5.024818,-1.000089,-0.995816,-0.007347,-0.004422
5.029818,-1.000133,-0.995836,-0.009650,-0.006202
5.034818,-1.000188,-0.995879,-0.011764,-0.008767
5.039817,-1.000251,-0.995915,-0.013250,-0.010097
5.044817,-1.000320,-0.995978,-0.014060,-0.011151
5.049817,-1.000393,-0.996024,-0.014804,-0.011834
5.054816,-1.000468,-0.996096,-0.015400,-0.012476
5.059816,-1.000548,-0.996146,-0.016426,-0.013365
5.064816,-1.000633,-0.996228,-0.017242,-0.014323
5.069815,-1.000722,-0.996286,-0.018290,-0.015088
5.074815,-1.000817,-0.996380,-0.019237,-0.016332
5.079814,-1.000914,-0.996445,-0.019405,-0.016414
5.084814,-1.001010,-0.996544,-0.019162,-0.016269
5.089814,-1.001105,-0.996609,-0.018738,-0.015981
5.094813,-1.001197,-0.996703,-0.018247,-0.015318
5.099813,-1.001285,-0.996764,-0.017280,-0.014483
5.104813,-1.001366,-0.996847,-0.015378,-0.012326
5.109812,-1.001437,-0.996895,-0.013230,-0.010642
5.114812,-1.001496,-0.996953,-0.011210,-0.007972
5.119812,-1.001547,-0.996983,-0.009290,-0.006529
5.124811,-1.001586,-0.997017,-0.006957,-0.003596
5.129811,-1.001614,-0.997029,-0.004608,-0.001674
5.134810,-1.001629,-0.997033,-0.001886,0.001577
5.139810,-1.001631,-0.997024,0.000562,0.003701
5.144810,-1.001622,-0.996996,0.002747,0.006439
5.149809,-1.001601,-0.996969,0.005224,0.008453
5.154809,-1.001567,-0.996912,0.007454,0.011351
5.159809,-1.001525,-0.996865,0.009258,0.012893
5.164808,-1.001473,-0.996783,0.011046,0.015042
5.169808,-1.001412,-0.996722,0.012779,0.016490
5.174808,-1.001343,-0.996619,0.014754,0.018831
5.179807,-1.001263,-0.996541,0.016668,0.020535
5.184807,-1.001175,-0.996414,0.018087,0.022323
5.189806,-1.001080,-0.996324,0.019625,0.023526
5.194806,-1.000979,-0.996180,0.020548,0.024783
5.199806,-1.000875,-0.996080,0.020740,0.024990
5.204805,-1.000772,-0.995930,0.020404,0.024661
5.209805,-1.000673,-0.995833,0.019571,0.023991
5.214805,-1.000578,-0.995691,0.018695,0.022832
5.219804,-1.000487,-0.995601,0.017727,0.022027
5.224804,-1.000401,-0.995471,0.016971,0.020880
5.229804,-1.000319,-0.995388,0.016068,0.020167
5.234803,-1.000242,-0.995270,0.014793,0.018688
5.239803,-1.000173,-0.995196,0.013075,0.017233
5.244802,-1.000112,-0.995097,0.011784,0.015437
5.249802,-1.000056,-0.995036,0.010765,0.014593
5.254802,-1.000005,-0.994952,0.009629,0.013105
5.259801,-0.999961,-0.994900,0.008533,0.012058
5.264801,-0.999921,-0.994830,0.007704,0.010837
5.269801,-0.999884,-0.994788,0.007179,0.010240
5.274800,-0.999848,-0.994727,0.007035,0.009847
5.279800,-0.999813,-0.994688,0.007157,0.009825
5.284800,-0.999777,-0.994629,0.007037,0.009582
5.289799,-0.999743,-0.994591,0.006731,0.009320
5.294799,-0.999710,-0.994537,0.006498,0.008800
5.299798,-0.999678,-0.994502,0.006419,0.008615
5.304798,-0.999646,-0.994450,0.006355,0.008427
5.309798,-0.999614,-0.994417,0.006465,0.008377
5.314797,-0.999582,-0.994366,0.006567,0.008391
5.319797,-0.999549,-0.994333,0.006355,0.008239
5.324797,-0.999518,-0.994285,0.006048,0.007690
5.329796,-0.999489,-0.994254,0.005783,0.007373
5.334796,-0.999462,-0.994211,0.005154,0.006607
5.339796,-0.999439,-0.994186,0.004250,0.005841
5.344795,-0.999420,-0.994153,0.003465,0.004775
5.349795,-0.999406,-0.994135,0.002515,0.003922
5.354795,-0.999396,-0.994114,0.001680,0.002745
5.359794,-0.999389,-0.994104,0.000991,0.002189
5.364794,-0.999387,-0.994093,-0.000095,0.000851
5.369793,-0.999392,-0.994091,-0.001431,-0.000222
5.374793,-0.999403,-0.994096,-0.002741,-0.001997
5.379793,-0.999420,-0.994105,-0.003886,-0.002996
5.384792,-0.999443,-0.994126,-0.005011,-0.004564
5.389792,-0.999470,-0.994145,-0.005858,-0.005259
5.394792,-0.999503,-0.994179,-0.006730,-0.006382
5.399791,-0.999537,-0.994205,-0.006835,-0.006685
5.404791,-0.999571,-0.994245,-0.006793,-0.006747
5.409791,-0.999604,-0.994272,-0.006686,-0.006684
5.414790,-0.999638,-0.994312,-0.006753,-0.006943
5.419790,-0.999672,-0.994340,-0.006924,-0.007115
5.424789,-0.999708,-0.994383,-0.007313,-0.007534
5.429789,-0.999746,-0.994414,-0.007898,-0.008076
5.434789,-0.999787,-0.994464,-0.008281,-0.008637
5.439788,-0.999831,-0.994499,-0.009146,-0.009456
5.444788,-0.999878,-0.994557,-0.009596,-0.010177
5.449788,-0.999926,-0.994599,-0.009491,-0.010280
5.454787,-0.999974,-0.994660,-0.009720,-0.010485
5.459787,-1.000023,-0.994702,-0.009787,-0.010607
5.464787,-1.000071,-0.994765,-0.009729,-0.010597
5.469786,-1.000119,-0.994808,-0.009487,-0.010475
5.474786,-1.000166,-0.994870,-0.009321,-0.010239
5.479785,-1.000212,-0.994911,-0.008718,-0.009883
5.484785,-1.000253,-0.994969,-0.008159,-0.009152
5.489785,-1.000293,-0.995005,-0.007581,-0.008799
5.494784,-1.000329,-0.995056,-0.007201,-0.008274
5.499784,-1.000364,-0.995089,-0.006959,-0.008031
5.504784,-1.000399,-0.995137,-0.006812,-0.007889
5.509783,-1.000432,-0.995169,-0.006595,-0.007805
5.514783,-1.000465,-0.995215,-0.006489,-0.007684
5.519783,-1.000496,-0.995245,-0.006234,-0.007555
5.524782,-1.000527,-0.995290,-0.006077,-0.007390
5.529782,-1.000555,-0.995319,-0.005381,-0.006999
5.534781,-1.000580,-0.995359,-0.004599,-0.006130
5.539781,-1.000601,-0.995383,-0.003876,-0.005564
5.544781,-1.000617,-0.995414,-0.002787,-0.004343
5.549780,-1.000628,-0.995431,-0.002136,-0.003698
5.554780,-1.000637,-0.995452,-0.001337,-0.002899
5.559780,-1.000640,-0.995463,-0.000086,-0.001916
5.564779,-1.000638,-0.995472,0.000890,-0.000684
5.569779,-1.000631,-0.995474,0.001783,-0.000055
5.574779,-1.000617,-0.995471,0.003197,0.001540
5.579778,-1.000597,-0.995464,0.004569,0.002576
5.584778,-1.000569,-0.995445,0.006501,0.004736
5.589777,-1.000531,-0.995424,0.008069,0.006144
5.594777,-1.000488,-0.995385,0.008743,0.007108
5.599777,-1.000444,-0.995356,0.009212,0.007394
5.604776,-1.000396,-0.995310,0.009612,0.007972
5.609776,-1.000348,-0.995278,0.009610,0.007966
5.614776,-1.000301,-0.995231,0.009354,0.007745
5.619775,-1.000255,-0.995200,0.008900,0.007288
5.624775,-1.000214,-0.995158,0.007971,0.006300
5.629775,-1.000176,-0.995133,0.007158,0.005623
5.634774,-1.000141,-0.995101,0.006891,0.005104
5.639774,-1.000109,-0.995081,0.006333,0.004642
5.644773,-1.000080,-0.995055,0.005479,0.003653
5.649773,-1.000054,-0.995041,0.004912,0.003113
5.654773,-1.000031,-0.995023,0.004215,0.002331
5.659772,-1.000013,-0.995015,0.003479,0.001755
5.664772,-0.999996,-0.995005,0.003378,0.001456
5.669772,-0.999979,-0.995000,0.003297,0.001431
5.674771,-0.999963,-0.994992,0.003129,0.001200
5.679771,-0.999947,-0.994987,0.003343,0.001426
5.684771,-0.999931,-0.994979,0.003016,0.001087
5.689770,-0.999917,-0.994975,0.002908,0.000836
5.694770,-0.999901,-0.994969,0.003363,0.001207
5.699769,-0.999882,-0.994964,0.003932,0.001663
5.704769,-0.999861,-0.994953,0.004173,0.002099
5.709769,-0.999840,-0.994944,0.004435,0.002249
5.714768,-0.999817,-0.994930,0.004517,0.002399
5.719768,-0.999795,-0.994920,0.004494,0.002414
5.724768,-0.999773,-0.994906,0.003992,0.001964
5.729767,-0.999755,-0.994899,0.003406,0.001413
5.734767,-0.999740,-0.994892,0.002808,0.000748
5.739767,-0.999727,-0.994890,0.002467,0.000235
5.744766,-0.999714,-0.994888,0.002920,0.000608
5.749766,-0.999699,-0.994885,0.002878,0.000602
5.754766,-0.999685,-0.994882,0.002821,0.000480
5.759765,-0.999671,-0.994880,0.002770,0.000486
5.764765,-0.999659,-0.994878,0.002054,-0.000224
5.769764,-0.999650,-0.994879,0.001379,-0.000639
5.774764,-0.999646,-0.994885,0.000568,-0.001721
5.779764,-0.999645,-0.994893,-0.000102,-0.002294
5.784763,-0.999647,-0.994908,-0.000433,-0.002756
5.789763,-0.999649,-0.994918,-0.000323,-0.002651
5.794763,-0.999651,-0.994934,-0.000403,-0.002755
5.799762,-0.999653,-0.994945,-0.000381,-0.002712
5.804762,-0.999654,-0.994961,-0.000198,-0.002548
5.809762,-0.999655,-0.994972,-0.000252,-0.002692
5.814761,-0.999656,-0.994987,0.000063,-0.002340
5.819761,-0.999652,-0.994996,0.001082,-0.001585
5.824760,-0.999644,-0.995003,0.001941,-0.000605
5.829760,-0.999632,-0.995005,0.002732,0.000172
5.834760,-0.999617,-0.995003,0.003096,0.000627
5.839759,-0.999601,-0.995000,0.003154,0.000617
5.844759,-0.999585,-0.994996,0.003051,0.000683
5.849759,-0.999571,-0.994993,0.002625,0.000287
5.854758,-0.999559,-0.994992,0.002487,0.000034
5.859758,-0.999546,-0.994992,0.002519,0.000054
5.864758,-0.999533,-0.994991,0.002573,0.000246
5.869757,-0.999521,-0.994991,0.002500,0.000162
5.874757,-0.999508,-0.994989,0.002629,0.000242
5.879756,-0.999496,-0.994989,0.002200,0.000013
5.884756,-0.999487,-0.994990,0.001488,-0.000835
5.889756,-0.999480,-0.994993,0.001152,-0.001000
5.894755,-0.999475,-0.995000,0.000755,-0.001372
5.899755,-0.999474,-0.995006,-0.000043,-0.002017
5.904755,-0.999476,-0.995020,-0.000616,-0.002849
5.909754,-0.999480,-0.995032,-0.000937,-0.003037
5.914754,-0.999487,-0.995051,-0.001543,-0.003774
5.919754,-0.999495,-0.995067,-0.001644,-0.003875
5.924753,-0.999503,-0.995090,-0.001916,-0.004225
5.929753,-0.999515,-0.995108,-0.002421,-0.004659
5.934752,-0.999529,-0.995137,-0.003077,-0.005414
5.939752,-0.999545,-0.995159,-0.003274,-0.005746
5.944752,-0.999560,-0.995193,-0.002857,-0.005286
5.949751,-0.999573,-0.995214,-0.002378,-0.004960
5.954751,-0.999582,-0.995241,-0.001492,-0.003999
5.959751,-0.999588,-0.995257,-0.000952,-0.003491
5.964750,-0.999592,-0.995277,-0.000724,-0.003111
5.969750,-0.999597,-0.995289,-0.001082,-0.003420
5.974750,-0.999604,-0.995311,-0.001617,-0.003996
5.979749,-0.999614,-0.995327,-0.002372,-0.004522
5.984749,-0.999629,-0.995357,-0.003336,-0.005686
5.989748,-0.999647,-0.995380,-0.003876,-0.006130
5.994748,-0.999667,-0.995418,-0.004095,-0.006458
5.999748,-0.999686,-0.995444,-0.003544,-0.006048
6.004747,-0.999703,-0.995479,-0.003290,-0.005721
6.009747,-0.999719,-0.995502,-0.003344,-0.005652
6.014747,-0.999740,-0.995537,-0.004909,-0.006992
6.019746,-0.999774,-0.995567,-0.008319,-0.009180
6.024746,-0.999833,-0.995634,-0.014564,-0.016130
6.029746,-0.999929,-0.995705,-0.022607,-0.022290
6.034745,-1.000071,-0.995860,-0.032378,-0.033546
6.039745,-1.000266,-0.996003,-0.043487,-0.042365
6.044744,-1.000518,-0.996284,-0.054875,-0.055918
6.049744,-1.000825,-0.996517,-0.065486,-0.064622
6.054744,-1.001178,-0.996927,-0.073496,-0.074965
6.059743,-1.001563,-0.997232,-0.079174,-0.079692
6.064743,-1.001972,-0.997721,-0.083390,-0.084854
6.069743,-1.002401,-0.998064,-0.087393,-0.087902
6.074742,-1.002850,-0.998600,-0.091318,-0.092411
6.079742,-1.003319,-0.998973,-0.095685,-0.095658
6.084742,-1.003811,-0.999557,-0.100090,-0.100612
6.089741,-1.004324,-0.999962,-0.104161,-0.103616
6.094741,-1.004856,-1.000593,-0.107829,-0.107848
6.099741,-1.005403,-1.001027,-0.110107,-0.109769
6.104740,-1.005955,-1.001687,-0.110346,-0.110171
6.109740,-1.006503,-1.002127,-0.108807,-0.108940
6.114739,-1.007037,-1.002774,-0.105601,-0.105235
6.119739,-1.007552,-1.003192,-0.101031,-0.101609
6.124739,-1.008041,-1.003789,-0.095588,-0.095081
6.129738,-1.008501,-1.004164,-0.089427,-0.090116
6.134738,-1.008928,-1.004689,-0.082775,-0.082011
6.139738,-1.009322,-1.005011,-0.075898,-0.076345
6.144737,-1.009681,-1.005453,-0.069360,-0.068396
6.149737,-1.010009,-1.005721,-0.063174,-0.063311
6.154737,-1.010308,-1.006087,-0.057289,-0.056108
6.159736,-1.010576,-1.006306,-0.051181,-0.051063
6.164736,-1.010813,-1.006598,-0.044984,-0.043512
6.169735,-1.011019,-1.006767,-0.038519,-0.038361
6.174735,-1.011192,-1.006981,-0.032209,-0.030534
6.179735,-1.011334,-1.007098,-0.025937,-0.025433
6.184734,-1.011446,-1.007236,-0.020048,-0.018178
6.189734,-1.011530,-1.007304,-0.014528,-0.013660
6.194734,-1.011587,-1.007373,-0.009285,-0.007178
6.199733,-1.011617,-1.007397,-0.003863,-0.002686
6.204733,-1.011621,-1.007401,0.001167,0.003608
6.209733,-1.011601,-1.007382,0.005734,0.007478
6.214732,-1.011560,-1.007327,0.009919,0.012649
6.219732,-1.011499,-1.007273,0.013547,0.015707
6.224731,-1.011422,-1.007171,0.016599,0.019671
6.229731,-1.011331,-1.007090,0.019126,0.021887
6.234731,-1.011230,-1.006953,0.021157,0.024555
6.239730,-1.011117,-1.006853,0.023356,0.026434
6.244730,-1.010995,-1.006689,0.025367,0.028975
6.249730,-1.010861,-1.006572,0.027568,0.030799
6.254729,-1.010718,-1.006381,0.029394,0.033239
6.259729,-1.010566,-1.006247,0.030986,0.034669
6.264729,-1.010406,-1.006035,0.032447,0.036533
6.269728,-1.010239,-1.005888,0.034219,0.037958
6.274728,-1.010063,-1.005655,0.035936,0.040201
6.279727,-1.009877,-1.005493,0.037869,0.041748
6.284727,-1.009681,-1.005237,0.040091,0.044523
6.289727,-1.009474,-1.005057,0.042205,0.046409
6.294726,-1.009257,-1.004774,0.044157,0.048830
6.299726,-1.009032,-1.004577,0.045707,0.050338
6.304726,-1.008800,-1.004272,0.046627,0.051619
6.309725,-1.008565,-1.004065,0.047533,0.052417
6.314725,-1.008325,-1.003748,0.048182,0.053392
6.319725,-1.008082,-1.003534,0.048826,0.054094
6.324724,-1.007837,-1.003209,0.048858,0.054292
6.329724,-1.007594,-1.002992,0.048616,0.054143
6.334723,-1.007351,-1.002667,0.048610,0.054227
6.339723,-1.007108,-1.002450,0.048537,0.054192
6.344723,-1.006866,-1.002124,0.048473,0.054298
6.349722,-1.006623,-1.001907,0.048554,0.054455
6.354722,-1.006381,-1.001580,0.048435,0.054507
6.359722,-1.006138,-1.001362,0.048707,0.054725
6.364721,-1.005893,-1.001032,0.049094,0.055369
6.369721,-1.005647,-1.000811,0.049526,0.055697
6.374721,-1.005396,-1.000474,0.050390,0.056829
6.379720,-1.005142,-1.000246,0.051246,0.057569
6.384720,-1.004883,-0.999898,0.052076,0.058789
6.389719,-1.004622,-0.999663,0.052424,0.059252
6.394719,-1.004360,-0.999306,0.052205,0.059322
6.399719,-1.004101,-0.999070,0.051677,0.059012
6.404718,-1.003843,-0.998716,0.051423,0.058734
6.409718,-1.003587,-0.998481,0.051156,0.058699
6.414718,-1.003332,-0.998130,0.050628,0.058237
6.419717,-1.003081,-0.997897,0.049861,0.057790
6.424717,-1.002835,-0.997553,0.048876,0.056689
6.429717,-1.002594,-0.997327,0.047849,0.055940
6.434716,-1.002357,-0.996993,0.046914,0.054980
6.439716,-1.002125,-0.996774,0.046128,0.054470
6.444715,-1.001897,-0.996449,0.045175,0.053557
6.449715,-1.001675,-0.996235,0.043901,0.052623
6.454715,-1.001459,-0.995922,0.042805,0.051416
6.459714,-1.001248,-0.995717,0.041824,0.050713
6.464714,-1.001041,-0.995414,0.041090,0.049976
6.469714,-1.000838,-0.995215,0.040174,0.049372
6.474713,-1.000640,-0.994921,0.039249,0.048494
6.479713,-1.000446,-0.994727,0.038344,0.047879
6.484713,-1.000257,-0.994442,0.037585,0.047131
6.489712,-1.000071,-0.994254,0.036798,0.046613
6.494712,-0.999891,-0.993976,0.035604,0.045422
6.499712,-0.999716,-0.993795,0.034582,0.044704
6.504711,-0.999546,-0.993529,0.033530,0.043671
6.509711,-0.999382,-0.993355,0.032208,0.042741
6.514710,-0.999226,-0.993101,0.030741,0.041242
6.519710,-0.999077,-0.992938,0.029254,0.040133
6.524710,-0.998932,-0.992699,0.028667,0.039326
6.529709,-0.998790,-0.992542,0.028380,0.039241
6.534709,-0.998649,-0.992307,0.027970,0.038873
6.539709,-0.998511,-0.992151,0.027614,0.038738
6.544708,-0.998374,-0.991920,0.027318,0.038531
6.549708,-0.998239,-0.991766,0.026633,0.038083
6.554708,-0.998109,-0.991539,0.025655,0.037184
6.559707,-0.997985,-0.991391,0.024137,0.036163
6.564707,-0.997871,-0.991178,0.021805,0.033763
6.569706,-0.997770,-0.991045,0.019069,0.031625
6.574706,-0.997683,-0.990862,0.016314,0.028271
6.579706,-0.997609,-0.990751,0.013688,0.026205
6.584705,-0.997550,-0.990601,0.010612,0.022432
6.589705,-0.997507,-0.990514,0.007122,0.019633
6.594705,-0.997483,-0.990406,0.003246,0.014721
6.599704,-0.997478,-0.990350,-0.000635,0.011433
6.604704,-0.997493,-0.990291,-0.004663,0.006424
6.609704,-0.997530,-0.990269,-0.009022,0.002796
6.614703,-0.997587,-0.990263,-0.013068,-0.002451
6.619703,-0.997663,-0.990276,-0.016681,-0.005385
6.624702,-0.997757,-0.990317,-0.020247,-0.009883
6.629702,-0.997868,-0.990360,-0.023324,-0.012541
6.634702,-0.997992,-0.990442,-0.025895,-0.015846
6.639701,-0.998128,-0.990507,-0.027815,-0.017608
6.644701,-0.998271,-0.990616,-0.028842,-0.019107
6.649701,-0.998417,-0.990693,-0.029687,-0.019895
6.654700,-0.998566,-0.990814,-0.029836,-0.020288
6.659700,-0.998716,-0.990895,-0.029861,-0.020351
6.664700,-0.998864,-0.991017,-0.029322,-0.019915
6.669699,-0.999007,-0.991096,-0.028084,-0.019059
6.674699,-0.999144,-0.991207,-0.027018,-0.017672
6.679698,-0.999275,-0.991277,-0.025570,-0.016622
6.684698,-0.999398,-0.991373,-0.024074,-0.014763
6.689698,-0.999515,-0.991431,-0.022878,-0.013798
6.694697,-0.999626,-0.991511,-0.021796,-0.012527
6.699697,-0.999731,-0.991560,-0.020466,-0.011567
6.704697,-0.999829,-0.991626,-0.018905,-0.009722
6.709696,-0.999919,-0.991663,-0.017361,-0.008585
6.714696,-1.000002,-0.991711,-0.016068,-0.006780
6.719696,-1.000079,-0.991737,-0.015097,-0.005895
6.724695,-1.000151,-0.991771,-0.013965,-0.004795
6.729695,-1.000216,-0.991789,-0.012288,-0.003464
6.734694,-1.000273,-0.991806,-0.010674,-0.001566
6.739694,-1.000322,-0.991811,-0.009216,-0.000287
6.744694,-1.000364,-0.991810,-0.007930,0.001209
6.749693,-1.000400,-0.991804,-0.006506,0.002251
6.754693,-1.000426,-0.991786,-0.004383,0.004758
6.759693,-1.000443,-0.991765,-0.002525,0.006351
6.764692,-1.000451,-0.991723,-0.001141,0.008135
6.769692,-1.000452,-0.991689,0.000536,0.009425
6.774692,-1.000444,-0.991628,0.002348,0.011657
6.779691,-1.000428,-0.991580,0.003706,0.012759
6.784691,-1.000405,-0.991500,0.004998,0.014332
6.789690,-1.000377,-0.991442,0.006068,0.015247
6.794690,-1.000344,-0.991348,0.006910,0.016377
6.799690,-1.000308,-0.991282,0.007398,0.016785
6.804689,-1.000270,-0.991181,0.007386,0.017010
6.809689,-1.000234,-0.991113,0.007436,0.016951
6.814689,-1.000195,-0.991011,0.007948,0.017377
6.819688,-1.000154,-0.990941,0.008184,0.017592
6.824688,-1.000114,-0.990836,0.007858,0.017261
6.829688,-1.000076,-0.990767,0.007682,0.016992
6.834687,-1.000037,-0.990665,0.007963,0.017247
6.839687,-0.999996,-0.990596,0.008200,0.017340
6.844687,-0.999953,-0.990490,0.008833,0.018084
6.849686,-0.999907,-0.990417,0.009306,0.018592
6.854686,-0.999860,-0.990305,0.009802,0.019069
6.859685,-0.999808,-0.990228,0.010738,0.019859
6.864685,-0.999752,-0.990107,0.011398,0.020708
6.869685,-0.999694,-0.990024,0.011694,0.021008
6.874684,-0.999635,-0.989897,0.011919,0.021241
6.879684,-0.999575,-0.989812,0.011892,0.021277
6.884684,-0.999515,-0.989684,0.012085,0.021404
6.889683,-0.999455,-0.989599,0.012066,0.021418
6.894683,-0.999394,-0.989471,0.012147,0.021362
6.899683,-0.999334,-0.989385,0.011978,0.021110
6.904682,-0.999274,-0.989258,0.012071,0.021177
6.909682,-0.999213,-0.989174,0.012230,0.021421
6.914681,-0.999153,-0.989046,0.011868,0.021068
6.919681,-0.999095,-0.988962,0.011427,0.020676
6.924681,-0.999039,-0.988839,0.010965,0.020060
6.929680,-0.998986,-0.988759,0.010610,0.019678
6.934680,-0.998932,-0.988641,0.010897,0.019909
6.939680,-0.998878,-0.988562,0.010422,0.019677
6.944679,-0.998828,-0.988445,0.009860,0.018957
6.949679,-0.998780,-0.988369,0.009486,0.018678
6.954679,-0.998733,-0.988258,0.009435,0.018490
6.959678,-0.998684,-0.988184,0.009867,0.018855
6.964678,-0.998634,-0.988069,0.010211,0.019389
