time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
2.500001,-0.000458,-0.000499,-0.000898,-0.000950
2.505001,-0.000462,-0.000505,-0.000851,-0.000900
2.510000,-0.000466,-0.000508,-0.000790,-0.000857
2.515000,-0.000470,-0.000513,-0.000709,-0.000771
2.520000,-0.000473,-0.000516,-0.000609,-0.000697
2.524999,-0.000476,-0.000520,-0.000495,-0.000565
2.529999,-0.000478,-0.000523,-0.000375,-0.000470
2.534999,-0.000480,-0.000525,-0.000258,-0.000326
2.539998,-0.000481,-0.000526,-0.000147,-0.000234
2.544998,-0.000481,-0.000527,-0.000048,-0.000107
2.549998,-0.000481,-0.000528,0.000034,-0.000034
2.554997,-0.000481,-0.000528,0.000096,0.000051
2.559997,-0.000480,-0.000528,0.000139,0.000092
2.564996,-0.000479,-0.000527,0.000166,0.000134
2.569996,-0.000478,-0.000526,0.000180,0.000148
2.574996,-0.000477,-0.000525,0.000185,0.000158
2.579995,-0.000477,-0.000525,0.000188,0.000160
2.584995,-0.000476,-0.000524,0.000190,0.000164
2.589995,-0.000475,-0.000523,0.000189,0.000164
2.594994,-0.000474,-0.000522,0.000188,0.000162
2.599994,-0.000473,-0.000522,0.000188,0.000162
2.604994,-0.000472,-0.000521,0.000192,0.000164
2.609993,-0.000471,-0.000520,0.000199,0.000168
2.614993,-0.000470,-0.000519,0.000212,0.000181
2.619992,-0.000469,-0.000518,0.000227,0.000193
2.624992,-0.000468,-0.000517,0.000245,0.000213
2.629992,-0.000466,-0.000516,0.000268,0.000229
2.634991,-0.000465,-0.000515,0.000300,0.000260
2.639991,-0.000463,-0.000514,0.000345,0.000290
2.644991,-0.000461,-0.000512,0.000407,0.000354
2.649990,-0.000459,-0.000510,0.000489,0.000413
2.654990,-0.000456,-0.000508,0.000591,0.000525
2.659990,-0.000453,-0.000505,0.000710,0.000615
2.664989,-0.000449,-0.000501,0.000838,0.000766
2.669989,-0.000444,-0.000498,0.000966,0.000870
2.674989,-0.000439,-0.000493,0.001085,0.001022
2.679988,-0.000434,-0.000489,0.001184,0.001110
2.684988,-0.000427,-0.000482,0.001260,0.001217
2.689987,-0.000421,-0.000477,0.001306,0.001266
2.694987,-0.000414,-0.000469,0.001321,0.001302
2.699987,-0.000408,-0.000464,0.001307,0.001302
2.704986,-0.000401,-0.000456,0.001267,0.001267
2.709986,-0.000395,-0.000451,0.001210,0.001227
2.714986,-0.000389,-0.000444,0.001142,0.001150
2.719985,-0.000384,-0.000439,0.001071,0.001094
2.724985,-0.000379,-0.000433,0.001001,0.001008
2.729985,-0.000374,-0.000429,0.000937,0.000954
2.734984,-0.000369,-0.000423,0.000882,0.000882
2.739984,-0.000365,-0.000420,0.000836,0.000842
2.744983,-0.000361,-0.000415,0.000801,0.000794
2.749983,-0.000357,-0.000412,0.000776,0.000771
2.754983,-0.000353,-0.000407,0.000756,0.000746
2.759982,-0.000350,-0.000404,0.000737,0.000732
2.764982,-0.000346,-0.000400,0.000718,0.000710
2.769982,-0.000342,-0.000397,0.000695,0.000694
2.774981,-0.000339,-0.000393,0.000668,0.000664
2.779981,-0.000336,-0.000390,0.000642,0.000642
2.784981,-0.000333,-0.000387,0.000621,0.000614
2.789980,-0.000330,-0.000384,0.000604,0.000599
2.794980,-0.000327,-0.000381,0.000590,0.000582
2.799979,-0.000324,-0.000378,0.000579,0.000573
2.804979,-0.000321,-0.000375,0.000569,0.000561
2.809979,-0.000318,-0.000373,0.000563,0.000555
2.814978,-0.000315,-0.000369,0.000560,0.000549
2.819978,-0.000312,-0.000367,0.000561,0.000548
2.824978,-0.000310,-0.000364,0.000571,0.000555
2.829977,-0.000307,-0.000362,0.000592,0.000567
2.834977,-0.000304,-0.000358,0.000627,0.000601
2.839977,-0.000300,-0.000356,0.000675,0.000636
2.844976,-0.000297,-0.000352,0.000734,0.000701
2.849976,-0.000293,-0.000349,0.000803,0.000753
2.854975,-0.000289,-0.000344,0.000882,0.000843
2.859975,-0.000284,-0.000341,0.000968,0.000911
2.864975,-0.000279,-0.000335,0.001057,0.001019
2.869974,-0.000273,-0.000331,0.001145,0.001091
2.874974,-0.000267,-0.000324,0.001225,0.001194
2.879974,-0.000261,-0.000319,0.001295,0.001255
2.884973,-0.000254,-0.000312,0.001354,0.001331
2.889973,-0.000247,-0.000306,0.001408,0.001375
2.894973,-0.000240,-0.000298,0.001466,0.001440
2.899972,-0.000233,-0.000292,0.001538,0.001492
2.904972,-0.000225,-0.000283,0.001628,0.001590
2.909971,-0.000216,-0.000276,0.001740,0.001672
2.914971,-0.000207,-0.000266,0.001871,0.001818
2.919971,-0.000197,-0.000259,0.002022,0.001931
2.924970,-0.000187,-0.000247,0.002191,0.002126
2.929970,-0.000175,-0.000238,0.002373,0.002269
2.934970,-0.000163,-0.000224,0.002562,0.002495
2.939969,-0.000149,-0.000214,0.002751,0.002649
2.944969,-0.000135,-0.000198,0.002929,0.002874
2.949969,-0.000120,-0.000186,0.003087,0.003012
2.954968,-0.000104,-0.000168,0.003212,0.003185
2.959968,-0.000088,-0.000155,0.003298,0.003269
2.964967,-0.000071,-0.000135,0.003346,0.003349
2.969967,-0.000054,-0.000121,0.003358,0.003373
2.974967,-0.000038,-0.000101,0.003336,0.003367
2.979966,-0.000021,-0.000088,0.003285,0.003337
2.984966,-0.000005,-0.000068,0.003211,0.003260
2.989966,0.000011,-0.000055,0.003127,0.003196
2.994965,0.000026,-0.000036,0.003038,0.003091
2.999965,0.000041,-0.000024,0.002953,0.003021
3.004965,0.000056,-0.000006,0.002873,0.002922
3.009964,0.000070,0.000006,0.002799,0.002862
3.014964,0.000084,0.000023,0.002729,0.002778
3.019964,0.000097,0.000034,0.002661,0.002724
3.024963,0.000110,0.000050,0.002592,0.002642
3.029963,0.000123,0.000061,0.002523,0.002588
3.034962,0.000135,0.000076,0.002452,0.002505
3.039962,0.000147,0.000086,0.002380,0.002449
3.044962,0.000159,0.000100,0.002306,0.002363
3.049961,0.000170,0.000110,0.002228,0.002303
3.054961,0.000181,0.000124,0.002146,0.002208
3.059961,0.000192,0.000132,0.002062,0.002142
3.064960,0.000202,0.000145,0.001977,0.002040
3.069960,0.000211,0.000153,0.001895,0.001972
3.074960,0.000221,0.000165,0.001819,0.001878
3.079959,0.000230,0.000172,0.001748,0.001820
3.084959,0.000238,0.000183,0.001678,0.001735
3.089958,0.000246,0.000190,0.001609,0.001679
3.094958,0.000254,0.000200,0.001537,0.001593
3.099958,0.000262,0.000206,0.001458,0.001532
3.104957,0.000269,0.000215,0.001371,0.001430
3.109957,0.000275,0.000221,0.001272,0.001354
3.114957,0.000281,0.000228,0.001158,0.001221
3.119956,0.000287,0.000233,0.001023,0.001117
3.124956,0.000291,0.000240,0.000867,0.000932
3.129956,0.000295,0.000243,0.000692,0.000793
3.134955,0.000298,0.000247,0.000505,0.000563
3.139955,0.000300,0.000250,0.000315,0.000404
3.144954,0.000301,0.000252,0.000132,0.000169
3.149954,0.000301,0.000252,-0.000036,0.000020
3.154954,0.000300,0.000252,-0.000183,-0.000180
3.159953,0.000299,0.000251,-0.000308,-0.000296
3.164953,0.000297,0.000249,-0.000409,-0.000443
3.169953,0.000295,0.000247,-0.000491,-0.000526
3.174952,0.000292,0.000244,-0.000553,-0.000627
3.179952,0.000289,0.000241,-0.000595,-0.000679
3.184952,0.000286,0.000237,-0.000620,-0.000737
3.189951,0.000283,0.000234,-0.000626,-0.000761
3.194951,0.000280,0.000229,-0.000621,-0.000782
3.199950,0.000277,0.000226,-0.000614,-0.000793
3.204950,0.000274,0.000221,-0.000616,-0.000818
3.209950,0.000271,0.000218,-0.000633,-0.000847
3.214949,0.000268,0.000213,-0.000670,-0.000914
3.219949,0.000264,0.000209,-0.000727,-0.000976
3.224949,0.000260,0.000203,-0.000805,-0.001095
3.229948,0.000256,0.000199,-0.000903,-0.001191
3.234948,0.000251,0.000191,-0.001015,-0.001357
3.239948,0.000246,0.000186,-0.001140,-0.001477
3.244947,0.000240,0.000176,-0.001274,-0.001671
3.249947,0.000233,0.000169,-0.001416,-0.001809
3.254946,0.000225,0.000158,-0.001563,-0.002022
3.259946,0.000217,0.000150,-0.001711,-0.002167
3.264946,0.000208,0.000137,-0.001854,-0.002381
3.269945,0.000198,0.000127,-0.001987,-0.002518
3.274945,0.000188,0.000111,-0.002109,-0.002710
3.279945,0.000177,0.000100,-0.002215,-0.002827
3.284944,0.000166,0.000083,-0.002303,-0.002983
3.289944,0.000154,0.000071,-0.002366,-0.003070
3.294944,0.000142,0.000052,-0.002403,-0.003170
3.299943,0.000130,0.000040,-0.002413,-0.003215
3.304943,0.000118,0.000020,-0.002392,-0.003247
3.309942,0.000106,0.000007,-0.002343,-0.003246
3.314942,0.000095,-0.000012,-0.002268,-0.003214
3.319942,0.000084,-0.000025,-0.002172,-0.003173
3.324941,0.000073,-0.000044,-0.002058,-0.003091
3.329941,0.000063,-0.000056,-0.001935,-0.003027
3.334941,0.000054,-0.000074,-0.001809,-0.002924
3.339940,0.000045,-0.000086,-0.001685,-0.002856
3.344940,0.000037,-0.000103,-0.001566,-0.002761
3.349940,0.000030,-0.000114,-0.001452,-0.002702
3.354939,0.000023,-0.000130,-0.001342,-0.002618
3.359939,0.000016,-0.000140,-0.001232,-0.002564
3.364938,0.000011,-0.000155,-0.001119,-0.002481
3.369938,0.000005,-0.000165,-0.000998,-0.002421
3.374938,0.000001,-0.000179,-0.000871,-0.002322
3.379937,-0.000003,-0.000189,-0.000736,-0.002250
3.384937,-0.000007,-0.000202,-0.000596,-0.002136
3.389937,-0.000009,-0.000210,-0.000452,-0.002056
3.394936,-0.000011,-0.000222,-0.000304,-0.001931
3.399936,-0.000012,-0.000230,-0.000153,-0.001845
3.404936,-0.000012,-0.000241,-0.000000,-0.001713
3.409935,-0.000012,-0.000248,0.000151,-0.001623
3.414935,-0.000011,-0.000257,0.000295,-0.001495
3.419935,-0.000009,-0.000263,0.000424,-0.001420
3.424934,-0.000006,-0.000271,0.000534,-0.001329
3.429934,-0.000003,-0.000277,0.000621,-0.001283
3.434933,-0.000000,-0.000284,0.000684,-0.001245
3.439933,0.000004,-0.000289,0.000723,-0.001239
3.444933,0.000007,-0.000297,0.000740,-0.001257
3.449932,0.000011,-0.000302,0.000740,-0.001285
3.454932,0.000015,-0.000310,0.000724,-0.001346
3.459932,0.000018,-0.000315,0.000696,-0.001397
3.464931,0.000021,-0.000324,0.000661,-0.001485
3.469931,0.000025,-0.000330,0.000623,-0.001548
3.474931,0.000028,-0.000339,0.000591,-0.001640
3.479930,0.000031,-0.000346,0.000569,-0.001694
3.484930,0.000033,-0.000356,0.000561,-0.001759
3.489929,0.000036,-0.000363,0.000566,-0.001791
3.494929,0.000039,-0.000374,0.000580,-0.001825
3.499929,0.000042,-0.000381,0.000601,-0.001841
3.504928,0.000045,-0.000392,0.000626,-0.001859
3.509928,0.000048,-0.000400,0.000656,-0.001868
3.514928,0.000052,-0.000411,0.000696,-0.001873
3.519927,0.000055,-0.000418,0.000753,-0.001865
3.524927,0.000059,-0.000430,0.000833,-0.001828
3.529927,0.000064,-0.000437,0.000935,-0.001783
3.534926,0.000069,-0.000447,0.001060,-0.001689
3.539926,0.000075,-0.000454,0.001205,-0.001608
3.544925,0.000081,-0.000463,0.001364,-0.001466
3.549925,0.000088,-0.000469,0.001530,-0.001361
3.554925,0.000097,-0.000477,0.001693,-0.001203
3.559924,0.000105,-0.000482,0.001845,-0.001105
3.564924,0.000115,-0.000488,0.001984,-0.000972
3.569924,0.000125,-0.000492,0.002107,-0.000894
3.574923,0.000136,-0.000497,0.002208,-0.000800
3.579923,0.000148,-0.000500,0.002288,-0.000755
3.584923,0.000159,-0.000505,0.002346,-0.000713
3.589922,0.000171,-0.000507,0.002384,-0.000702
3.594922,0.000183,-0.000512,0.002404,-0.000709
3.599921,0.000195,-0.000515,0.002411,-0.000725
3.604921,0.000207,-0.000519,0.002407,-0.000762
3.609921,0.000219,-0.000522,0.002396,-0.000795
3.614920,0.000231,-0.000527,0.002380,-0.000850
3.619920,0.000243,-0.000530,0.002361,-0.000889
3.624920,0.000255,-0.000536,0.002341,-0.000950
3.629919,0.000266,-0.000540,0.002323,-0.000991
3.634919,0.000278,-0.000546,0.002313,-0.001045
3.639919,0.000289,-0.000550,0.002310,-0.001073
3.644918,0.000301,-0.000556,0.002315,-0.001108
3.649918,0.000313,-0.000561,0.002327,-0.001124
3.654917,0.000324,-0.000568,0.002347,-0.001140
3.659917,0.000336,-0.000572,0.002375,-0.001143
3.664917,0.000348,-0.000579,0.002413,-0.001138
3.669916,0.000360,-0.000584,0.002458,-0.001127
3.674916,0.000373,-0.000590,0.002514,-0.001099
3.679916,0.000385,-0.000595,0.002579,-0.001072
3.684915,0.000399,-0.000601,0.002648,-0.001022
3.689915,0.000412,-0.000605,0.002721,-0.000986
3.694915,0.000426,-0.000611,0.002793,-0.000930
3.699914,0.000440,-0.000615,0.002862,-0.000894
3.704914,0.000455,-0.000620,0.002924,-0.000845
3.709913,0.000469,-0.000623,0.002976,-0.000819
3.714913,0.000484,-0.000628,0.003014,-0.000795
3.719913,0.000499,-0.000631,0.003037,-0.000791
3.724912,0.000515,-0.000636,0.003044,-0.000803
3.729912,0.000530,-0.000639,0.003035,-0.000824
3.734912,0.000545,-0.000644,0.003008,-0.000874
3.739911,0.000560,-0.000648,0.002958,-0.000924
3.744911,0.000574,-0.000654,0.002883,-0.001027
3.749911,0.000589,-0.000658,0.002782,-0.001117
3.754910,0.000602,-0.000665,0.002655,-0.001283
3.759910,0.000615,-0.000670,0.002506,-0.001414
3.764910,0.000627,-0.000679,0.002337,-0.001634
3.769909,0.000638,-0.000686,0.002151,-0.001796
3.774909,0.000648,-0.000697,0.001954,-0.002053
3.779908,0.000657,-0.000705,0.001748,-0.002234
3.784908,0.000666,-0.000719,0.001534,-0.002514
3.789908,0.000673,-0.000729,0.001315,-0.002705
3.794907,0.000678,-0.000746,0.001094,-0.002996
3.799907,0.000683,-0.000758,0.000868,-0.003194
3.804907,0.000687,-0.000778,0.000648,-0.003489
3.809906,0.000690,-0.000792,0.000438,-0.003680
3.814906,0.000691,-0.000815,0.000244,-0.003948
3.819906,0.000692,-0.000831,0.000069,-0.004112
3.824905,0.000692,-0.000856,-0.000089,-0.004336
3.829905,0.000691,-0.000874,-0.000230,-0.004472
3.834904,0.000689,-0.000901,-0.000358,-0.004659
3.839904,0.000687,-0.000920,-0.000472,-0.004772
3.844904,0.000684,-0.000948,-0.000578,-0.004927
3.849903,0.000681,-0.000968,-0.000678,-0.005025
3.854903,0.000678,-0.000999,-0.000775,-0.005167
3.859903,0.000673,-0.001019,-0.000871,-0.005261
3.864902,0.000669,-0.001051,-0.000966,-0.005399
3.869902,0.000664,-0.001073,-0.001058,-0.005490
3.874902,0.000658,-0.001106,-0.001147,-0.005622
3.879901,0.000652,-0.001129,-0.001233,-0.005708
3.884901,0.000646,-0.001163,-0.001316,-0.005832
3.889900,0.000639,-0.001187,-0.001394,-0.005913
3.894900,0.000632,-0.001222,-0.001464,-0.006026
3.899900,0.000624,-0.001247,-0.001519,-0.006092
3.904899,0.000617,-0.001283,-0.001556,-0.006171
3.909899,0.000609,-0.001308,-0.001572,-0.006207
3.914899,0.000601,-0.001345,-0.001564,-0.006235
3.919898,0.000593,-0.001370,-0.001531,-0.006232
3.924898,0.000586,-0.001408,-0.001474,-0.006198
3.929898,0.000578,-0.001432,-0.001397,-0.006157
3.934897,0.000572,-0.001469,-0.001304,-0.006074
3.939897,0.000566,-0.001493,-0.001202,-0.006007
3.944896,0.000560,-0.001529,-0.001097,-0.005901
3.949896,0.000555,-0.001553,-0.000996,-0.005832
3.954896,0.000550,-0.001588,-0.000904,-0.005734
3.959895,0.000546,-0.001610,-0.000824,-0.005678
3.964895,0.000542,-0.001644,-0.000756,-0.005610
3.969895,0.000538,-0.001667,-0.000698,-0.005573
3.974894,0.000535,-0.001700,-0.000649,-0.005528
3.979894,0.000532,-0.001722,-0.000608,-0.005505
3.984894,0.000529,-0.001755,-0.000572,-0.005479
3.989893,0.000526,-0.001777,-0.000538,-0.005465
3.994893,0.000523,-0.001810,-0.000502,-0.005443
3.999892,0.000521,-0.001832,-0.000459,-0.005424
4.004892,0.000519,-0.001864,-0.000407,-0.005387
4.009892,0.000517,-0.001886,-0.000341,-0.005354
4.014892,0.000516,-0.001918,-0.000248,-0.005284
4.019891,0.000515,-0.001939,-0.000092,-0.005206
4.024891,0.000515,-0.001969,0.000188,-0.004984
4.029891,0.000517,-0.001989,0.000677,-0.004709
4.034890,0.000523,-0.002016,0.001489,-0.003983
4.039890,0.000534,-0.002031,0.002765,-0.003187
4.044889,0.000553,-0.002047,0.004652,-0.001338
4.049889,0.000584,-0.002051,0.007290,0.000428
4.054889,0.000631,-0.002042,0.010859,0.004122
4.059888,0.000699,-0.002022,0.015534,0.007397
4.064888,0.000794,-0.001966,0.021405,0.013723
4.069888,0.000921,-0.001906,0.028497,0.018876
4.074887,0.001089,-0.001775,0.036939,0.028170
4.079887,0.001302,-0.001655,0.046800,0.035488
4.084887,0.001570,-0.001418,0.058229,0.048275
4.089886,0.001899,-0.001215,0.071067,0.057950
4.094886,0.002297,-0.000836,0.085315,0.074167
4.099885,0.002770,-0.000527,0.100959,0.086080
4.104885,0.003325,0.000027,0.118031,0.105663
4.109885,0.003971,0.000464,0.136666,0.119962
4.114884,0.004714,0.001230,0.156784,0.143253
4.119884,0.005561,0.001819,0.178260,0.159853
4.124884,0.006521,0.002831,0.201278,0.186625
4.129883,0.007600,0.003596,0.225566,0.205520
4.134883,0.008804,0.004888,0.251223,0.235607
4.139883,0.010141,0.005852,0.278265,0.256773
4.144882,0.011616,0.007458,0.306537,0.290021
4.149882,0.013237,0.008641,0.336070,0.313254
4.154881,0.015009,0.010592,0.366504,0.349291
4.159881,0.016935,0.012014,0.398063,0.374141
4.164881,0.019024,0.014336,0.430897,0.412991
4.169880,0.021279,0.016014,0.464700,0.439755
4.174880,0.023707,0.018735,0.499553,0.481226
4.179880,0.026310,0.020688,0.534777,0.509293
4.184879,0.029090,0.023828,0.570165,0.551531
4.189879,0.032049,0.026063,0.606087,0.580167
4.194879,0.035188,0.029630,0.642407,0.623499
4.199878,0.038510,0.032153,0.679305,0.652923
4.204878,0.042018,0.036160,0.716473,0.697379
4.209877,0.045712,0.038979,0.753714,0.727065
4.214877,0.049594,0.043431,0.791378,0.772178
4.219877,0.053664,0.046550,0.829314,0.802555
4.224876,0.057924,0.051456,0.866985,0.847814
4.229876,0.062372,0.054878,0.904530,0.877911
4.234876,0.067007,0.060235,0.941839,0.922699
4.239875,0.071828,0.063956,0.979105,0.952510
4.244875,0.076834,0.069760,1.016033,0.997027
4.249875,0.082023,0.073777,1.052386,1.026210
4.254874,0.087393,0.080021,1.088297,1.069414
4.259874,0.092942,0.084327,1.123905,1.097977
4.264874,0.098667,0.091000,1.159090,1.140382
4.269873,0.104567,0.095590,1.193867,1.168281
4.274873,0.110640,0.102683,1.228256,1.209694
4.279872,0.116882,0.107549,1.261996,1.236804
4.284872,0.123293,0.115050,1.295449,1.277053
4.289872,0.129869,0.120185,1.328301,1.303564
4.294871,0.136607,0.128084,1.360339,1.342249
4.299871,0.143503,0.133479,1.391819,1.367462
4.304871,0.150556,0.141759,1.423119,1.405186
4.309870,0.157764,0.147405,1.453968,1.430013
4.314870,0.165124,0.156058,1.483873,1.466225
4.319870,0.172632,0.161946,1.513031,1.489680
4.324869,0.180282,0.170953,1.541536,1.524100
4.329869,0.188074,0.177072,1.569564,1.546665
4.334868,0.196004,0.186419,1.596868,1.579702
4.339868,0.204069,0.192759,1.623740,1.601301
4.344868,0.212267,0.202431,1.650136,1.633101
4.349867,0.220596,0.208984,1.676063,1.653976
4.354867,0.229053,0.218970,1.701571,1.684694
4.359867,0.237636,0.225729,1.726684,1.704897
4.364866,0.246344,0.236018,1.751267,1.734563
4.369866,0.255172,0.242975,1.775272,1.753899
4.374866,0.264119,0.253556,1.798703,1.782166
4.379865,0.273182,0.260703,1.821744,1.800657
4.384865,0.282359,0.271562,1.844579,1.828195
4.389864,0.291649,0.278893,1.866826,1.846135
4.394864,0.301048,0.290022,1.888317,1.872097
4.399864,0.310553,0.297527,1.909470,1.889055
4.404863,0.320163,0.308912,1.930348,1.914256
4.409863,0.329876,0.316586,1.950771,1.930666
4.414863,0.339691,0.328218,1.970777,1.954870
4.419862,0.349603,0.336054,1.990281,1.970613
4.424862,0.359612,0.347924,2.009284,1.993570
4.429862,0.369714,0.355913,2.027909,2.008564
4.434861,0.379909,0.368009,2.046238,2.030660
4.439861,0.390194,0.376146,2.064152,2.045052
4.444860,0.400567,0.388459,2.081570,2.066119
4.449860,0.411026,0.396737,2.098445,2.079695
4.454860,0.421568,0.409255,2.115044,2.099728
4.459859,0.432192,0.417667,2.131392,2.112882
4.464859,0.442897,0.430383,2.147390,2.132196
4.469859,0.453681,0.438925,2.162985,2.144717
4.474858,0.464542,0.451830,2.178394,2.163290
4.479858,0.475480,0.460496,2.193454,2.175431
4.484858,0.486492,0.473584,2.208301,2.193263
4.489857,0.497577,0.482369,2.222883,2.205006
4.494857,0.508734,0.495633,2.236982,2.222022
4.499856,0.519960,0.504532,2.250845,2.233151
4.504856,0.531255,0.517964,2.264401,2.249494
4.509856,0.542617,0.526973,2.277665,2.260124
4.514855,0.554045,0.540565,2.290683,2.275798
4.519855,0.565536,0.549678,2.303387,2.286007
4.524855,0.577090,0.563424,2.315730,2.300868
4.529854,0.588705,0.572638,2.327771,2.310524
4.534854,0.600380,0.586529,2.339546,2.324665
4.539854,0.612113,0.595837,2.351259,2.334044
4.544853,0.623903,0.609869,2.362689,2.347819
4.549853,0.635750,0.619270,2.373847,2.356779
4.554852,0.647652,0.633437,2.384674,2.369811
4.559852,0.659607,0.642924,2.395290,2.378306
4.564852,0.671615,0.657219,2.405705,2.390823
4.569851,0.683674,0.666791,2.415913,2.399024
4.574851,0.695784,0.681209,2.425900,2.411000
4.579851,0.707943,0.690861,2.435722,2.418850
4.584850,0.720151,0.705397,2.445429,2.430488
4.589850,0.732406,0.715127,2.454969,2.438122
4.594850,0.744709,0.729778,2.464288,2.449310
4.599849,0.757058,0.739583,2.473423,2.456616
4.604849,0.769452,0.754344,2.482346,2.467306
4.609848,0.781890,0.764220,2.491040,2.474260
4.614848,0.794371,0.779086,2.499577,2.484478
4.619848,0.806894,0.789031,2.508014,2.491200
4.624847,0.819459,0.803998,2.516358,2.501180
4.629847,0.832066,0.814009,2.524551,2.507720
4.634847,0.844713,0.829075,2.532567,2.517323
4.639846,0.857399,0.839151,2.540463,2.523609
4.644846,0.870125,0.854311,2.548191,2.532856
4.649846,0.882888,0.864448,2.555754,2.538872
4.654845,0.895690,0.879699,2.563202,2.547764
4.659845,0.908528,0.889896,2.570550,2.553633
4.664845,0.921402,0.905236,2.577780,2.562263
4.669844,0.934312,0.915490,2.584890,2.567931
4.674844,0.947258,0.930915,2.591792,2.576185
4.679843,0.960237,0.941225,2.598495,2.581524
4.684843,0.973249,0.956730,2.605075,2.589345
4.689843,0.986294,0.967092,2.611545,2.594469
4.694842,0.999371,0.982674,2.617954,2.602102
4.699842,1.012480,0.993088,2.624300,2.607136
4.704842,1.025620,1.008745,2.630543,2.614584
4.709841,1.038791,1.019209,2.636670,2.619450
4.714841,1.051993,1.034940,2.642724,2.626630
4.719841,1.065224,1.045451,2.648680,2.631370
4.724840,1.078485,1.061253,2.654445,2.638244
4.729840,1.091774,1.071810,2.660046,2.642692
4.734839,1.105091,1.087680,2.665555,2.649235
4.739839,1.118435,1.098281,2.671035,2.653577
4.744839,1.131806,1.114215,2.676356,2.659915
4.749838,1.145204,1.124859,2.681555,2.664028
4.754838,1.158627,1.140855,2.686683,2.670109
4.759838,1.172076,1.151540,2.691742,2.674104
4.764837,1.185549,1.167596,2.696681,2.679964
4.769837,1.199047,1.178320,2.701550,2.683810
4.774837,1.212569,1.194434,2.706317,2.689459
4.779836,1.226115,1.205196,2.710995,2.693143
4.784836,1.239684,1.221366,2.715590,2.698580
4.789835,1.253275,1.232163,2.720057,2.702099
4.794835,1.266889,1.248387,2.724462,2.707285
4.799835,1.280524,1.259219,2.728817,2.710705
4.804834,1.294181,1.275494,2.733154,2.715809
4.809834,1.307860,1.286360,2.737419,2.719155
4.814834,1.321559,1.302685,2.741599,2.724096
4.819833,1.335280,1.313585,2.745718,2.727328
4.824833,1.349020,1.329958,2.749786,2.732122
4.829833,1.362782,1.340890,2.753846,2.735299
4.834832,1.376563,1.357311,2.757870,2.740039
4.839832,1.390364,1.368274,2.761814,2.743137
4.844831,1.404185,1.384742,2.765662,2.747671
4.849831,1.418024,1.395736,2.769422,2.750613
4.854831,1.431883,1.412248,2.773102,2.754942
4.859830,1.445759,1.423271,2.776749,2.757799
4.864830,1.459653,1.439826,2.780320,2.761989
4.869830,1.473566,1.450877,2.783814,2.764729
4.874829,1.487495,1.467473,2.787273,2.768765
4.879829,1.501442,1.478551,2.790697,2.771435
4.884829,1.515405,1.495188,2.794087,2.775394
4.889828,1.529386,1.506292,2.797451,2.778018
4.894828,1.543383,1.522967,2.800757,2.781884
4.899827,1.557397,1.534098,2.804030,2.784434
4.904827,1.571426,1.550812,2.807238,2.788188
4.909827,1.585472,1.561967,2.810385,2.790640
4.914826,1.599533,1.578718,2.813492,2.794258
4.919826,1.613610,1.589897,2.816563,2.796642
4.924826,1.627702,1.606684,2.819572,2.800145
4.929825,1.641808,1.617887,2.822510,2.802423
4.934825,1.655930,1.634709,2.825419,2.805801
4.939825,1.670065,1.645934,2.828276,2.808011
4.944824,1.684215,1.662789,2.831100,2.811296
4.949824,1.698379,1.674036,2.833872,2.813443
4.954823,1.712557,1.690923,2.836589,2.816600
4.959823,1.726748,1.702192,2.839278,2.818681
4.964823,1.740952,1.719110,2.841921,2.821745
4.969822,1.755170,1.730399,2.844523,2.823757
4.974822,1.769400,1.747347,2.847076,2.826715
4.979822,1.783643,1.758656,2.849559,2.828630
4.984821,1.797898,1.775634,2.852008,2.831454
4.989821,1.812165,1.786961,2.854436,2.833316
4.994821,1.826445,1.803967,2.856829,2.836076
4.999820,1.840736,1.815313,2.859182,2.837886
5.004820,1.855039,1.832346,2.861506,2.840551
5.009820,1.869354,1.843710,2.863838,2.842325
5.014819,1.883680,1.860769,2.866176,2.845023
5.019819,1.898017,1.872151,2.868438,2.846788
5.024818,1.912366,1.889237,2.870571,2.849324
5.029818,1.926725,1.900636,2.872466,2.850868
5.034818,1.941092,1.917745,2.873988,2.852814
5.039817,1.955465,1.929157,2.874987,2.853756
5.044817,1.969841,1.946282,2.875319,2.854452
5.049817,1.984217,1.957700,2.874840,2.854332
5.054816,1.998587,1.974824,2.873397,2.853082
5.059816,2.012947,1.986235,2.870827,2.851398
5.064816,2.027290,2.003336,2.867024,2.847462
5.069815,2.041610,2.014722,2.861843,2.843781
5.074815,2.055900,2.031771,2.855229,2.836553
5.079814,2.070152,2.043112,2.847215,2.830657
5.084814,2.084361,2.060076,2.837721,2.820014
5.089814,2.098516,2.071347,2.826675,2.811691
5.094813,2.112613,2.088190,2.814027,2.797318
5.099813,2.126641,2.099369,2.799884,2.786540
5.104813,2.140595,2.116053,2.784430,2.768714
5.109812,2.154467,2.127115,2.767483,2.755633
5.114812,2.168249,2.143607,2.748930,2.734166
5.119812,2.181934,2.154529,2.728814,2.718472
5.124811,2.195514,2.170790,2.707407,2.693463
5.129811,2.208984,2.181546,2.684591,2.675612
5.134810,2.222335,2.197544,2.660604,2.647357
5.139810,2.235562,2.208114,2.635172,2.627429
5.144810,2.248658,2.223816,2.608352,2.595761
5.149809,2.261617,2.234177,2.580535,2.573796
