time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
5.154809,2.274433,2.249552,2.551473,2.539424
5.159809,2.287100,2.259686,2.521123,2.515422
5.164808,2.299612,2.274705,2.489820,2.478145
5.169808,2.311965,2.284592,2.457632,2.452595
5.174808,2.324155,2.299229,2.424859,2.413449
5.179807,2.336179,2.308857,2.391392,2.386902
5.184807,2.348033,2.323097,2.357029,2.345847
5.189806,2.359715,2.332452,2.322322,2.318109
5.194806,2.371220,2.346276,2.286842,2.275682
5.199806,2.382546,2.355350,2.250603,2.246732
5.204805,2.393689,2.368743,2.213856,2.202663
5.209805,2.404647,2.377524,2.176713,2.172908
5.214805,2.415419,2.390472,2.139595,2.128208
5.219804,2.426006,2.398955,2.102542,2.098472
5.224804,2.436409,2.411457,2.065847,2.054134
5.229804,2.446628,2.419644,2.029299,2.024805
5.234803,2.456665,2.431705,1.992779,1.980861
5.239803,2.466519,2.439599,1.956270,1.951485
5.244802,2.476193,2.451221,1.920417,1.908113
5.249802,2.485689,2.458825,1.885122,1.879735
5.254802,2.495010,2.470018,1.850122,1.837458
5.259801,2.504157,2.477340,1.815538,1.809544
5.264801,2.513132,2.488115,1.781537,1.768386
5.269801,2.521939,2.495161,1.748151,1.741418
5.274800,2.530582,2.505530,1.715435,1.701794
5.279800,2.539062,2.512311,1.683318,1.675872
5.284800,2.547383,2.522289,1.651480,1.637369
5.289799,2.555546,2.528813,1.619976,1.611992
5.294799,2.563552,2.538409,1.588989,1.574406
5.299798,2.571406,2.544682,1.558587,1.549834
5.304798,2.579109,2.553908,1.528694,1.513626
5.309798,2.586664,2.559939,1.499412,1.489935
5.314797,2.594074,2.568808,1.470636,1.455060
5.319797,2.601342,2.574606,1.442188,1.432125
5.324797,2.608469,2.583130,1.414199,1.398151
5.329796,2.615457,2.588701,1.386746,1.375940
5.334796,2.622309,2.596890,1.359608,1.343080
5.339796,2.629027,2.602241,1.332838,1.321448
5.344795,2.635612,2.610106,1.306642,1.289659
5.349795,2.642068,2.615243,1.280864,1.268797
5.354795,2.648396,2.622794,1.255640,1.238154
5.359794,2.654601,2.627727,1.230971,1.218227
5.364794,2.660682,2.634977,1.206579,1.188661
5.369793,2.666643,2.639712,1.182536,1.169237
5.374793,2.672485,2.646669,1.158969,1.140583
5.379793,2.678210,2.651213,1.135940,1.121934
5.384792,2.683822,2.657889,1.113375,1.094478
5.389792,2.689323,2.662249,1.091385,1.076690
5.394792,2.694715,2.668657,1.069828,1.050508
5.399791,2.700001,2.672842,1.049039,1.033595
5.404791,2.705185,2.678993,1.028744,1.008909
5.409791,2.710269,2.683013,1.008905,0.992838
5.414790,2.715255,2.688922,0.989422,0.969103
5.419790,2.720145,2.692783,0.970323,0.953620
5.424789,2.724940,2.698459,0.951565,0.930843
5.429789,2.729643,2.702168,0.933156,0.915899
5.434789,2.734255,2.707619,0.915237,0.894080
5.439788,2.738778,2.711181,0.897551,0.879703
5.444788,2.743214,2.716417,0.880408,0.858795
5.449788,2.747567,2.719838,0.863842,0.845298
5.454787,2.751837,2.724870,0.847538,0.825492
5.459787,2.756027,2.728159,0.831648,0.812586
5.464787,2.760138,2.732997,0.816146,0.793713
5.469786,2.764173,2.736159,0.801041,0.781439
5.474786,2.768134,2.740812,0.786240,0.763443
5.479785,2.772022,2.743854,0.771889,0.751764
5.484785,2.775839,2.748330,0.757838,0.734679
5.489785,2.779587,2.751257,0.744100,0.723499
5.494784,2.783267,2.755565,0.730608,0.707093
5.499784,2.786880,2.758383,0.717378,0.696366
5.504784,2.790428,2.762530,0.704419,0.680575
5.509783,2.793912,2.765242,0.691773,0.670282
5.514783,2.797334,2.769233,0.679382,0.655190
5.519783,2.800694,2.771844,0.667300,0.645363
5.524782,2.803995,2.775687,0.655456,0.630933
5.529782,2.807238,2.778202,0.643991,0.621585
5.534781,2.810424,2.781904,0.632793,0.607925
5.539781,2.813555,2.784327,0.621823,0.599009
5.544781,2.816632,2.787894,0.611177,0.586010
5.549780,2.819656,2.790230,0.600671,0.577499
5.554780,2.822628,2.793670,0.590424,0.564976
5.559780,2.825551,2.795921,0.580484,0.556897
5.564779,2.828424,2.799239,0.570691,0.544976
5.569779,2.831248,2.801411,0.561076,0.537150
5.574779,2.834025,2.804611,0.551754,0.525769
5.579778,2.836756,2.806707,0.542610,0.518326
5.584778,2.839443,2.809795,0.533754,0.507496
5.589777,2.842085,2.811817,0.525012,0.500416
5.594777,2.844684,2.814799,0.516286,0.489807
5.599777,2.847240,2.816751,0.507701,0.482814
5.604776,2.849753,2.819627,0.499277,0.472561
5.609776,2.852224,2.821511,0.490955,0.465797
5.614776,2.854654,2.824286,0.482762,0.455822
5.619775,2.857044,2.826102,0.474706,0.449258
5.624775,2.859393,2.828779,0.466744,0.439570
5.629775,2.861704,2.830530,0.458969,0.433244
5.634774,2.863976,2.833111,0.451444,0.424031
5.639774,2.866211,2.834801,0.444039,0.418006
5.644773,2.868409,2.837291,0.436751,0.409119
5.649773,2.870571,2.838922,0.429657,0.403338
5.654773,2.872699,2.841325,0.422688,0.394850
5.659772,2.874792,2.842899,0.415841,0.389292
5.664772,2.876851,2.845219,0.409196,0.381174
5.669772,2.878877,2.846738,0.402658,0.375874
5.674771,2.880871,2.848978,0.396209,0.368020
5.679771,2.882833,2.850445,0.389907,0.362911
5.684771,2.884764,2.852607,0.383628,0.355276
5.689770,2.886663,2.854023,0.377470,0.350257
5.694770,2.888533,2.856109,0.371477,0.342935
5.699769,2.890372,2.857476,0.365591,0.338154
5.704769,2.892183,2.859491,0.359761,0.331066
5.709769,2.893964,2.860811,0.354027,0.326400
5.714768,2.895717,2.862756,0.348371,0.319507
5.719768,2.897442,2.864029,0.342802,0.314982
5.724768,2.899140,2.865905,0.337282,0.308264
5.729767,2.900810,2.867134,0.331854,0.303841
5.734767,2.902453,2.868944,0.326528,0.297346
5.739767,2.904070,2.870129,0.321327,0.293090
5.744766,2.905661,2.871875,0.316302,0.286939
5.749766,2.907228,2.873019,0.311312,0.282885
5.754766,2.908769,2.874704,0.306396,0.276890
5.759765,2.910287,2.875808,0.301550,0.272960
5.764765,2.911780,2.877434,0.296701,0.267073
5.769764,2.913249,2.878498,0.291917,0.263202
5.774764,2.914694,2.880066,0.287180,0.257425
5.779764,2.916116,2.881091,0.282516,0.253636
5.784763,2.917515,2.882602,0.277946,0.248063
5.789763,2.918891,2.883591,0.273476,0.244434
5.794763,2.920245,2.885046,0.269044,0.239036
5.799762,2.921577,2.885999,0.264670,0.235490
5.804762,2.922888,2.887401,0.260356,0.230236
5.809762,2.924176,2.888319,0.256063,0.226744
5.814761,2.925444,2.889669,0.251844,0.221607
5.819761,2.926691,2.890552,0.247729,0.218260
5.824760,2.927917,2.891851,0.243647,0.213281
5.829760,2.929123,2.892701,0.239608,0.210009
5.834760,2.930309,2.893951,0.235588,0.205106
5.839759,2.931475,2.894769,0.231601,0.201857
5.844759,2.932621,2.895970,0.227663,0.197064
5.849759,2.933748,2.896755,0.223763,0.193884
5.854758,2.934855,2.897909,0.219952,0.189219
5.859758,2.935944,2.898663,0.216217,0.186177
5.864758,2.937014,2.899771,0.212542,0.181698
5.869757,2.938066,2.900495,0.208912,0.178741
5.874757,2.939099,2.901558,0.205349,0.174385
5.879756,2.940115,2.902253,0.201795,0.171501
5.884756,2.941113,2.903274,0.198266,0.167198
5.889756,2.942094,2.903940,0.194804,0.164392
5.894755,2.943058,2.904918,0.191377,0.160220
5.899755,2.944004,2.905556,0.187961,0.157442
5.904755,2.944934,2.906492,0.184599,0.153332
5.909754,2.945847,2.907103,0.181296,0.150648
5.914754,2.946744,2.907999,0.178020,0.146644
5.919754,2.947624,2.908583,0.174831,0.144040
5.924753,2.948489,2.909439,0.171691,0.140191
5.929753,2.949338,2.909997,0.168603,0.137663
5.934752,2.950172,2.910816,0.165580,0.133949
5.939752,2.950991,2.911349,0.162665,0.131546
5.944752,2.951797,2.912131,0.159871,0.128097
5.949751,2.952588,2.912642,0.157165,0.125868
5.954751,2.953366,2.913390,0.154561,0.122649
5.959751,2.954131,2.913879,0.152011,0.120557
5.964750,2.954883,2.914596,0.149513,0.117485
5.969750,2.955623,2.915064,0.147047,0.115461
5.974750,2.956352,2.915751,0.144629,0.112490
5.979749,2.957068,2.916199,0.142252,0.110546
5.984749,2.957773,2.916856,0.139908,0.107671
5.989748,2.958465,2.917285,0.137621,0.105801
5.994748,2.959147,2.917914,0.135380,0.103051
5.999748,2.959817,2.918325,0.133204,0.101270
6.004747,2.960477,2.918927,0.131046,0.098623
6.009747,2.961125,2.919320,0.128908,0.096877
6.014747,2.961763,2.919896,0.126740,0.094239
6.019746,2.962390,2.920271,0.124531,0.092456
6.024746,2.963006,2.920820,0.122246,0.089678
6.029746,2.963611,2.921177,0.119932,0.087798
6.034745,2.964203,2.921699,0.117597,0.084954
6.039745,2.964784,2.922037,0.115261,0.083044
6.044744,2.965353,2.922529,0.112964,0.080223
6.049744,2.965911,2.922848,0.110739,0.078387
6.054744,2.966459,2.923314,0.108636,0.075761
6.059743,2.966996,2.923615,0.106623,0.074094
6.064743,2.967523,2.924055,0.104641,0.071637
6.069743,2.968040,2.924340,0.102610,0.069970
6.074742,2.968547,2.924755,0.100492,0.067364
6.079742,2.969043,2.925022,0.098234,0.065519
6.084742,2.969527,2.925410,0.095828,0.062563
6.089741,2.969999,2.925658,0.093275,0.060470
6.094741,2.970457,2.926014,0.090570,0.057122
6.099741,2.970901,2.926240,0.087767,0.054790
6.104740,2.971332,2.926562,0.084925,0.051225
6.109740,2.971748,2.926764,0.082071,0.048824
6.114739,2.972149,2.927050,0.079246,0.045222
6.119739,2.972537,2.927228,0.076482,0.042855
6.124739,2.972912,2.927479,0.073804,0.039384
6.129738,2.973273,2.927634,0.071251,0.037156
6.134738,2.973622,2.927850,0.068857,0.033990
6.139738,2.973960,2.927984,0.066642,0.032015
6.144737,2.974287,2.928171,0.064611,0.029258
6.149737,2.974604,2.928286,0.062782,0.027582
6.154737,2.974913,2.928447,0.061163,0.025319
6.159736,2.975215,2.928547,0.059760,0.023990
6.164736,2.975511,2.928687,0.058551,0.022231
6.169735,2.975800,2.928775,0.057515,0.021202
6.174735,2.976085,2.928899,0.056616,0.019839
6.179735,2.976366,2.928978,0.055824,0.019022
6.184734,2.976643,2.929090,0.055099,0.017891
6.189734,2.976916,2.929160,0.054414,0.017173
6.194734,2.977186,2.929261,0.053752,0.016130
6.199733,2.977453,2.929325,0.053110,0.015453
6.204733,2.977717,2.929416,0.052469,0.014442
6.209733,2.977977,2.929473,0.051821,0.013764
6.214732,2.978234,2.929553,0.051166,0.012736
6.219732,2.978488,2.929604,0.050507,0.012047
6.224731,2.978739,2.929674,0.049854,0.011019
6.229731,2.978986,2.929717,0.049217,0.010344
6.234731,2.979230,2.929777,0.048602,0.009358
6.239730,2.979471,2.929814,0.048023,0.008729
6.244730,2.979710,2.929865,0.047484,0.007829
6.249730,2.979946,2.929895,0.047001,0.007273
6.254729,2.980179,2.929938,0.046580,0.006513
6.259729,2.980411,2.929963,0.046225,0.006061
6.264729,2.980641,2.929998,0.045935,0.005461
6.269728,2.980870,2.930020,0.045704,0.005111
6.274728,2.981098,2.930050,0.045523,0.004651
6.279727,2.981325,2.930068,0.045389,0.004383
6.284727,2.981552,2.930094,0.045296,0.004034
6.289727,2.981778,2.930110,0.045233,0.003829
6.294726,2.982005,2.930132,0.045191,0.003550
6.299726,2.982230,2.930146,0.045156,0.003374
6.304726,2.982456,2.930166,0.045119,0.003108
6.309725,2.982681,2.930178,0.045071,0.002924
6.314725,2.982906,2.930195,0.045008,0.002633
6.319725,2.983131,2.930206,0.044928,0.002427
6.324724,2.983356,2.930219,0.044830,0.002095
6.329724,2.983580,2.930228,0.044718,0.001862
6.334723,2.983803,2.930238,0.044600,0.001506
6.339723,2.984025,2.930244,0.044484,0.001271
6.344723,2.984247,2.930252,0.044374,0.000926
6.349722,2.984469,2.930255,0.044271,0.000703
6.354722,2.984690,2.930259,0.044173,0.000375
6.359722,2.984910,2.930260,0.044077,0.000162
6.364721,2.985131,2.930260,0.043978,-0.000159
6.369721,2.985350,2.930259,0.043870,-0.000379
6.374721,2.985569,2.930257,0.043755,-0.000714
6.379720,2.985788,2.930254,0.043634,-0.000941
6.384720,2.986006,2.930247,0.043512,-0.001282
6.389719,2.986223,2.930242,0.043391,-0.001510
6.394719,2.986440,2.930232,0.043274,-0.001847
6.399719,2.986655,2.930224,0.043161,-0.002067
6.404718,2.986871,2.930211,0.043052,-0.002392
6.409718,2.987086,2.930202,0.042940,-0.002607
6.414718,2.987300,2.930185,0.042821,-0.002938
6.419717,2.987514,2.930173,0.042688,-0.003168
6.424717,2.987727,2.930153,0.042531,-0.003539
6.429717,2.987939,2.930138,0.042349,-0.003806
6.434716,2.988150,2.930115,0.042147,-0.004229
6.439716,2.988360,2.930098,0.041932,-0.004522
6.444715,2.988569,2.930070,0.041707,-0.004973
6.449715,2.988777,2.930049,0.041475,-0.005279
6.454715,2.988984,2.930017,0.041239,-0.005742
6.459714,2.989189,2.929994,0.040992,-0.006056
6.464714,2.989394,2.929956,0.040727,-0.006544
6.469714,2.989597,2.929930,0.040435,-0.006889
6.474713,2.989798,2.929888,0.040110,-0.007444
6.479713,2.989997,2.929857,0.039745,-0.007843
6.484713,2.990195,2.929809,0.039335,-0.008494
6.489712,2.990390,2.929775,0.038877,-0.008965
6.494712,2.990583,2.929720,0.038374,-0.009727
6.499712,2.990773,2.929680,0.037840,-0.010261
6.504711,2.990961,2.929617,0.037278,-0.011094
6.509711,2.991145,2.929572,0.036690,-0.011670
6.514710,2.991327,2.929500,0.036081,-0.012559
6.519710,2.991505,2.929450,0.035454,-0.013168
6.524710,2.991681,2.929369,0.034822,-0.014083
6.529709,2.991853,2.929312,0.034178,-0.014697
6.534709,2.992022,2.929222,0.033512,-0.015644
6.539709,2.992188,2.929158,0.032830,-0.016287
6.544708,2.992350,2.929059,0.032132,-0.017270
6.549708,2.992508,2.928989,0.031413,-0.017943
6.554708,2.992663,2.928879,0.030679,-0.018970
6.559707,2.992814,2.928803,0.029934,-0.019666
6.564707,2.992962,2.928683,0.029173,-0.020729
6.569706,2.993105,2.928599,0.028403,-0.021449
6.574706,2.993245,2.928468,0.027634,-0.022526
6.579706,2.993381,2.928377,0.026875,-0.023230
6.584705,2.993513,2.928236,0.026127,-0.024271
6.589705,2.993641,2.928138,0.025397,-0.024945
6.594705,2.993766,2.927986,0.024688,-0.025926
6.599704,2.993888,2.927882,0.024012,-0.026547
6.604704,2.994006,2.927721,0.023371,-0.027422
6.609704,2.994121,2.927611,0.022766,-0.027970
6.614703,2.994233,2.927441,0.022201,-0.028728
6.619703,2.994343,2.927326,0.021673,-0.029188
6.624702,2.994449,2.927149,0.021173,-0.029834
6.629702,2.994554,2.927029,0.020702,-0.030232
6.634702,2.994656,2.926847,0.020261,-0.030777
6.639701,2.994756,2.926723,0.019853,-0.031107
6.644701,2.994854,2.926536,0.019479,-0.031544
6.649701,2.994951,2.926409,0.019133,-0.031807
6.654700,2.995045,2.926218,0.018814,-0.032153
6.659700,2.995138,2.926089,0.018512,-0.032360
6.664700,2.995230,2.925894,0.018224,-0.032644
6.669699,2.995320,2.925763,0.017944,-0.032817
6.674699,2.995409,2.925566,0.017665,-0.033067
6.679698,2.995497,2.925433,0.017388,-0.033227
6.684698,2.995583,2.925234,0.017107,-0.033462
6.689698,2.995667,2.925100,0.016818,-0.033620
6.694697,2.995751,2.924897,0.016523,-0.033862
6.699697,2.995832,2.924762,0.016226,-0.034022
6.704697,2.995913,2.924557,0.015927,-0.034254
6.709696,2.995992,2.924420,0.015621,-0.034410
6.714696,2.996069,2.924213,0.015300,-0.034651
6.719696,2.996144,2.924074,0.014963,-0.034824
6.724695,2.996218,2.923865,0.014617,-0.035096
6.729695,2.996290,2.923724,0.014267,-0.035275
6.734694,2.996360,2.923512,0.013915,-0.035546
6.739694,2.996429,2.923370,0.013560,-0.035726
6.744694,2.996495,2.923155,0.013207,-0.035996
6.749693,2.996561,2.923011,0.012861,-0.036169
6.754693,2.996624,2.922793,0.012525,-0.036408
6.759693,2.996686,2.922648,0.012188,-0.036563
6.764692,2.996746,2.922428,0.011842,-0.036802
6.769692,2.996804,2.922281,0.011489,-0.036966
6.774692,2.996860,2.922058,0.011130,-0.037219
6.779691,2.996914,2.921909,0.010763,-0.037394
6.784691,2.996967,2.921685,0.010397,-0.037659
6.789690,2.997018,2.921534,0.010034,-0.037834
6.794690,2.997067,2.921306,0.009680,-0.038088
6.799690,2.997114,2.921154,0.009341,-0.038249
6.804689,2.997160,2.920924,0.009021,-0.038468
6.809689,2.997205,2.920770,0.008724,-0.038597
6.814689,2.997247,2.920538,0.008452,-0.038758
6.819688,2.997289,2.920382,0.008199,-0.038848
6.824688,2.997329,2.920149,0.007962,-0.038964
6.829688,2.997368,2.919993,0.007744,-0.039026
6.834687,2.997406,2.919759,0.007544,-0.039095
6.839687,2.997443,2.919602,0.007355,-0.039130
6.844687,2.997479,2.919368,0.007178,-0.039165
6.849686,2.997515,2.919211,0.007008,-0.039182
6.854686,2.997550,2.918976,0.006846,-0.039200
6.859685,2.997583,2.918819,0.006693,-0.039202
6.864685,2.997616,2.918583,0.006544,-0.039201
6.869685,2.997648,2.918427,0.006392,-0.039199
6.874684,2.997680,2.918191,0.006232,-0.039204
6.879684,2.997711,2.918034,0.006057,-0.039218
6.884684,2.997741,2.917799,0.005865,-0.039259
6.889683,2.997769,2.917642,0.005655,-0.039302
6.894683,2.997797,2.917406,0.005437,-0.039384
6.899683,2.997823,2.917248,0.005215,-0.039445
6.904682,2.997849,2.917012,0.005000,-0.039531
6.909682,2.997873,2.916853,0.004795,-0.039581
6.914681,2.997896,2.916616,0.004599,-0.039648
6.919681,2.997919,2.916457,0.004415,-0.039685
6.924681,2.997941,2.916219,0.004240,-0.039727
6.929680,2.997961,2.916060,0.004075,-0.039748
6.934680,2.997981,2.915822,0.003919,-0.039765
6.939680,2.998000,2.915663,0.003768,-0.039774
6.944679,2.998019,2.915424,0.003625,-0.039780
6.949679,2.998037,2.915264,0.003490,-0.039777
6.954679,2.998054,2.915025,0.003363,-0.039763
6.959678,2.998070,2.914866,0.003243,-0.039746
6.964678,2.998086,2.914628,0.003126,-0.039716
6.969677,2.998101,2.914469,0.003012,-0.039695
6.974677,2.998116,2.914231,0.002898,-0.039662
6.979677,2.998130,2.914073,0.002782,-0.039642
6.984676,2.998144,2.913835,0.002663,-0.039617
6.989676,2.998157,2.913677,0.002542,-0.039602
6.994676,2.998169,2.913439,0.002422,-0.039584
6.999675,2.998181,2.913281,0.002307,-0.039569
7.004675,2.998192,2.913043,0.002201,-0.039535
7.009675,2.998203,2.912885,0.002105,-0.039505
7.014674,2.998213,2.912648,0.002017,-0.039447
7.019674,2.998223,2.912490,0.001935,-0.039402
7.024673,2.998232,2.912254,0.001858,-0.039330
7.029673,2.998241,2.912097,0.001785,-0.039281
7.034673,2.998250,2.911861,0.001722,-0.039200
7.039672,2.998258,2.911704,0.001674,-0.039136
7.044672,2.998266,2.911470,0.001643,-0.039022
7.049672,2.998275,2.911314,0.001631,-0.038930
7.054671,2.998283,2.911080,0.001638,-0.038767
7.059671,2.998291,2.910925,0.001662,-0.038645
7.064671,2.998300,2.910694,0.001703,-0.038441
7.069670,2.998308,2.910540,0.001758,-0.038292
7.074670,2.998317,2.910311,0.001823,-0.038054
7.079669,2.998327,2.910159,0.001891,-0.037892
7.084669,2.998336,2.909932,0.001959,-0.037647
7.089669,2.998346,2.909782,0.002023,-0.037483
7.094668,2.998357,2.909557,0.002083,-0.037243
7.099668,2.998367,2.909409,0.002134,-0.037089
7.104668,2.998378,2.909186,0.002172,-0.036872
7.109667,2.998389,2.909039,0.002197,-0.036738
7.114667,2.998399,2.908819,0.002206,-0.036557
7.119667,2.998410,2.908673,0.002204,-0.036447
7.124666,2.998421,2.908454,0.002197,-0.036294
7.129666,2.998432,2.908309,0.002188,-0.036195
7.134665,2.998442,2.908092,0.002181,-0.036045
7.139665,2.998453,2.907948,0.002179,-0.035942
7.144665,2.998464,2.907733,0.002183,-0.035784
7.149664,2.998475,2.907590,0.002199,-0.035670
7.154664,2.998485,2.907376,0.002228,-0.035483
7.159664,2.998496,2.907234,0.002273,-0.035346
7.164663,2.998508,2.907023,0.002335,-0.035122
7.169663,2.998520,2.906882,0.002417,-0.034958
7.174663,2.998532,2.906673,0.002519,-0.034687
7.179662,2.998545,2.906534,0.002639,-0.034490
7.184662,2.998559,2.906328,0.002774,-0.034176
7.189662,2.998573,2.906192,0.002919,-0.033959
7.194661,2.998588,2.905988,0.003067,-0.033631
7.199661,2.998604,2.905854,0.003211,-0.033414
7.204660,2.998621,2.905654,0.003352,-0.033094
7.209660,2.998638,2.905522,0.003491,-0.032880
7.214660,2.998656,2.905325,0.003638,-0.032550
7.219659,2.998674,2.905195,0.003803,-0.032314
7.224659,2.998694,2.905002,0.004000,-0.031915
7.229659,2.998715,2.904875,0.004241,-0.031609
7.234658,2.998737,2.904686,0.004536,-0.031075
7.239658,2.998760,2.904562,0.004882,-0.030668
7.244658,2.998786,2.904380,0.005266,-0.029990
7.249657,2.998813,2.904260,0.005672,-0.029502
7.254657,2.998843,2.904085,0.006068,-0.028754
7.259656,2.998874,2.903970,0.006427,-0.028265
7.264656,2.998907,2.903802,0.006720,-0.027586
7.269656,2.998941,2.903692,0.006937,-0.027180
7.274655,2.998976,2.903531,0.007069,-0.026657
7.279655,2.999012,2.903424,0.007120,-0.026366
7.284655,2.999048,2.903267,0.007094,-0.026016
7.289654,2.999083,2.903163,0.006998,-0.025837
7.294654,2.999118,2.903008,0.006843,-0.025637
7.299654,2.999151,2.902906,0.006644,-0.025540
7.304653,2.999184,2.902753,0.006421,-0.025423
7.309653,2.999216,2.902651,0.006191,-0.025353
7.314652,2.999246,2.902499,0.005969,-0.025237
7.319652,2.999275,2.902399,0.005760,-0.025147
7.324652,2.999304,2.902248,0.005568,-0.024987
7.329651,2.999331,2.902148,0.005394,-0.024863
7.334651,2.999357,2.901999,0.005241,-0.024648
7.339651,2.999383,2.901901,0.005110,-0.024484
7.344650,2.999408,2.901754,0.004996,-0.024209
7.349650,2.999433,2.901658,0.004898,-0.024010
7.354650,2.999457,2.901514,0.004811,-0.023692
7.359649,2.999481,2.901420,0.004731,-0.023470
7.364649,2.999505,2.901279,0.004657,-0.023126
7.369648,2.999527,2.901187,0.004582,-0.022892
7.374648,2.999550,2.901051,0.004504,-0.022542
7.379648,2.999573,2.900961,0.004421,-0.022309
7.384647,2.999594,2.900828,0.004335,-0.021960
7.389647,2.999616,2.900740,0.004246,-0.021729
7.394647,2.999637,2.900611,0.004150,-0.021384
7.399646,2.999657,2.900526,0.004046,-0.021159
7.404646,2.999677,2.900399,0.003933,-0.020830
7.409646,2.999696,2.900316,0.003807,-0.020619
7.414645,2.999715,2.900193,0.003670,-0.020313
7.419645,2.999733,2.900112,0.003523,-0.020116
7.424644,2.999750,2.899992,0.003373,-0.019824
7.429644,2.999767,2.899913,0.003221,-0.019630
7.434644,2.999782,2.899796,0.003077,-0.019330
7.439643,2.999797,2.899719,0.002952,-0.019115
7.444643,2.999811,2.899605,0.002850,-0.018764
7.449643,2.999826,2.899530,0.002776,-0.018506
7.454642,2.999840,2.899420,0.002727,-0.018087
7.459642,2.999853,2.899348,0.002700,-0.017788
7.464642,2.999866,2.899242,0.002692,-0.017314
7.469641,2.999879,2.899173,0.002695,-0.016987
7.474641,2.999892,2.899072,0.002701,-0.016489
7.479640,2.999905,2.899007,0.002703,-0.016158
7.484640,2.999918,2.898911,0.002696,-0.015671
7.489640,2.999931,2.898849,0.002675,-0.015355
7.494639,2.999944,2.898757,0.002637,-0.014900
7.499639,2.999958,2.898698,0.002577,-0.014612
7.504639,2.999970,2.898611,0.002490,-0.014213
7.509638,2.999982,2.898555,0.002373,-0.013970
7.514638,2.999994,2.898472,0.002227,-0.013638
7.519638,3.000005,2.898417,0.002056,-0.013438
7.524637,3.000014,2.898337,0.001871,-0.013156
7.529637,3.000023,2.898285,0.001681,-0.012973
7.534636,3.000031,2.898207,0.001498,-0.012692
7.539636,3.000038,2.898157,0.001330,-0.012493
7.544636,3.000044,2.898082,0.001178,-0.012174
7.549635,3.000049,2.898034,0.001038,-0.011949
7.554635,3.000054,2.897963,0.000901,-0.011606
7.559635,3.000058,2.897917,0.000763,-0.011378
7.564634,3.000062,2.897850,0.000625,-0.011036
7.569634,3.000064,2.897806,0.000492,-0.010805
7.574634,3.000067,2.897741,0.000367,-0.010450
7.579633,3.000068,2.897700,0.000253,-0.010203
7.584633,3.000069,2.897639,0.000151,-0.009820
7.589633,3.000069,2.897600,0.000066,-0.009550
7.594632,3.000069,2.897544,0.000001,-0.009120
7.599632,3.000069,2.897507,-0.000041,-0.008816
7.604631,3.000069,2.897455,-0.000056,-0.008329
7.609631,3.000069,2.897423,-0.000044,-0.007981
7.614631,3.000069,2.897376,-0.000008,-0.007431
7.619630,3.000069,2.897346,0.000045,-0.007048
7.624630,3.000069,2.897305,0.000112,-0.006457
7.629630,3.000071,2.897280,0.000191,-0.006053
7.634629,3.000072,2.897245,0.000283,-0.005433
7.639629,3.000073,2.897224,0.000384,-0.005011
7.644629,3.000076,2.897195,0.000488,-0.004370
7.649628,3.000078,2.897178,0.000594,-0.003942
7.654628,3.000082,2.897156,0.000693,-0.003305
7.659627,3.000085,2.897143,0.000780,-0.002890
7.664627,3.000089,2.897127,0.000854,-0.002283
7.669627,3.000094,2.897118,0.000912,-0.001892
7.674626,3.000099,2.897108,0.000947,-0.001331
7.679626,3.000104,2.897103,0.000952,-0.000982
7.684626,3.000108,2.897098,0.000919,-0.000506
7.689625,3.000113,2.897096,0.000840,-0.000228
7.694625,3.000117,2.897095,0.000714,0.000129
7.699625,3.000120,2.897096,0.000539,0.000321
7.704624,3.000122,2.897099,0.000321,0.000552
7.709624,3.000123,2.897101,0.000063,0.000671
7.714623,3.000122,2.897105,-0.000226,0.000804
7.719623,3.000120,2.897109,-0.000534,0.000869
7.724623,3.000117,2.897114,-0.000844,0.000961
7.729622,3.000111,2.897118,-0.001149,0.001023
7.734622,3.000105,2.897124,-0.001444,0.001126
7.739622,3.000097,2.897129,-0.001725,0.001202
7.744621,3.000087,2.897136,-0.001992,0.001330
7.749621,3.000077,2.897142,-0.002243,0.001427
7.754621,3.000065,2.897151,-0.002481,0.001586
7.759620,3.000051,2.897157,-0.002709,0.001699
7.764620,3.000037,2.897167,-0.002930,0.001877
7.769619,3.000022,2.897175,-0.003145,0.002000
7.774619,3.000005,2.897187,-0.003361,0.002188
7.779619,2.999988,2.897196,-0.003580,0.002306
7.784618,2.999969,2.897210,-0.003799,0.002480
7.789618,2.999950,2.897220,-0.004014,0.002596
7.794618,2.999929,2.897236,-0.004218,0.002781
7.799617,2.999908,2.897248,-0.004410,0.002912
7.804617,2.999885,2.897265,-0.004585,0.003121
7.809617,2.999861,2.897278,-0.004742,0.003274
7.814616,2.999838,2.897298,-0.004879,0.003518
7.819616,2.999813,2.897312,-0.004993,0.003699
7.824615,2.999788,2.897335,-0.005083,0.003994
7.829615,2.999762,2.897352,-0.005154,0.004206
7.834615,2.999736,2.897377,-0.005211,0.004538
7.839614,2.999709,2.897396,-0.005258,0.004766
7.844614,2.999683,2.897425,-0.005297,0.005117
7.849614,2.999657,2.897446,-0.005329,0.005356
7.854613,2.999631,2.897479,-0.005353,0.005719
7.859613,2.999604,2.897502,-0.005372,0.005962
7.864613,2.999576,2.897538,-0.005387,0.006330
7.869612,2.999549,2.897564,-0.005393,0.006576
7.874612,2.999521,2.897604,-0.005387,0.006954
7.879611,2.999494,2.897632,-0.005366,0.007215
